cbo,dit,fanin,fanout,lcom,noc,loc,rfc,wmc,totalMethodsQty,protectedMethodsQty,publicMethodsQty,privateMethodsQty,finalFieldsQty,protectedFieldsQty,publicFieldsQty,privateFieldsQty,predicted_bug
8,2,1,8,3,0,56,28,7,6,1,4,1,1,0,0,1,0
7,2,1,7,0,0,85,27,10,6,0,5,1,1,0,0,1,0
2,1,0,2,0,0,9,0,2,2,0,2,0,0,0,0,1,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,2,1,5,3,0,40,8,11,3,0,2,1,0,0,0,0,1
3,1,0,3,0,0,19,3,1,1,0,1,0,1,0,0,1,1
8,1,0,8,0,0,160,33,13,12,0,12,0,2,0,0,2,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,1,0,4,0,0,8,0,1,1,0,1,0,0,0,2,0,1
5,1,0,5,0,0,11,7,3,1,0,1,0,0,0,0,0,1
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,0,0,0
1,1,0,1,0,0,13,0,2,2,0,1,1,1,0,0,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
4,4,0,4,10,0,31,8,9,5,1,4,0,1,0,0,0,0
5,2,0,5,0,0,11,6,1,1,0,1,0,2,0,0,2,1
19,4,2,19,200,0,252,54,78,25,9,14,2,6,6,0,4,0
4,1,0,4,0,0,6,1,1,1,0,1,0,1,0,1,0,1
6,5,1,6,118,0,197,43,28,20,2,16,2,1,0,0,1,0
3,1,0,3,0,0,6,0,1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,0,0,6,1,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,1,0,10,0,2,2,0,2,0,0,0,2,0,0
4,3,7,4,0,1,148,30,45,28,3,25,0,3,2,0,1,0
3,2,0,3,0,0,10,2,2,1,0,1,0,0,0,0,0,1
15,5,0,15,21,0,165,11,7,7,0,7,0,0,0,0,0,0
2,2,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
5,4,7,5,105,0,65,8,20,15,1,13,1,1,0,0,1,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
4,2,0,4,0,0,7,3,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,2,0,0
3,3,0,3,0,0,4,0,0,0,0,0,0,1,0,0,1,0
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,2,0,1,1,0,8,0,2,2,0,2,0,0,0,0,0,0
5,2,0,5,0,0,11,4,5,1,0,1,0,0,0,0,0,1
4,1,0,4,0,0,19,0,4,4,0,4,0,3,0,0,3,1
7,1,1,7,21,0,53,10,9,7,0,4,3,1,0,0,1,0
2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,9,0,2,2,0,1,0,0,1,0,0,0
17,10,0,17,0,0,158,9,3,3,0,3,0,1,0,0,1,0
26,1,10,26,317,0,276,53,82,35,6,27,2,4,15,0,0,1
6,2,0,6,28,0,54,13,16,8,3,5,0,0,0,0,0,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,14,0,3,3,0,3,0,2,0,0,2,1
2,1,0,2,0,0,7,0,1,1,0,1,0,0,1,1,0,0
2,1,0,2,4,0,17,2,5,5,0,5,0,0,0,1,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,1,0,3,3,0,19,0,3,3,0,1,2,2,6,1,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
9,3,1,9,0,0,50,10,3,3,0,0,0,2,0,0,1,1
3,1,0,3,0,0,38,12,7,4,0,4,0,2,0,0,3,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,0,0,34,4,1,1,0,1,0,1,0,0,1,1
10,4,1,10,3,0,69,17,3,3,0,1,2,2,0,0,0,1
12,3,0,12,21,0,45,13,11,7,0,6,1,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,2,0,5,0,0,23,5,1,1,0,0,0,1,0,0,1,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,4,4,5,78,0,74,10,22,16,0,16,0,1,1,0,1,0
1,1,0,1,0,0,14,2,4,4,0,4,0,0,0,0,1,1
4,1,0,4,0,0,6,0,1,1,0,1,0,0,0,1,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,2,0,5,0,0,11,8,1,1,0,1,0,1,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,2,0,2,1,0,8,0,2,2,0,2,0,0,0,1,0,0
0,1,0,0,1,0,11,0,2,2,0,2,0,0,0,2,0,0
8,5,0,8,0,0,44,3,2,2,0,2,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,9,1,2,2,0,2,0,0,0,1,0,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0,1
2,2,0,2,0,0,11,1,2,2,0,2,0,1,0,0,0,1
0,1,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0
4,2,0,4,3,0,10,3,3,3,0,3,0,0,0,0,0,1
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,3,0,11,0,3,3,0,3,0,0,0,0,0,1
2,1,0,2,0,0,7,0,1,1,0,1,0,0,0,1,0,0
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,2,0,5,0,0,63,13,6,3,0,3,0,1,0,0,1,0
4,2,0,4,0,0,5,1,1,1,0,1,0,0,0,0,0,1
3,2,0,3,0,0,5,0,1,1,0,1,0,0,0,0,0,1
17,1,69,17,549,1,60,6,36,34,1,33,0,1,1,0,0,0
9,2,0,9,6,0,134,16,13,9,0,9,0,1,0,0,1,0
5,1,0,5,10,0,21,0,5,5,0,0,0,1,0,0,0,1
1,1,0,1,0,0,4,1,1,1,0,1,0,0,0,0,0,1
3,2,11,3,6,5,27,0,4,4,0,4,0,0,0,0,0,0
3,1,0,3,1,0,8,0,2,2,0,2,0,0,1,0,0,0
2,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,0,0,0
1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,2,0,3,0,0,13,3,3,2,0,2,0,0,1,0,0,1
5,1,0,5,0,0,16,1,3,3,0,2,0,0,0,0,2,1
11,7,0,11,0,0,53,26,9,4,0,4,0,1,0,0,1,0
4,2,0,4,0,0,9,3,4,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,6,0,15,0,4,4,0,4,0,0,0,0,0,1
21,8,0,21,0,0,216,33,16,14,0,14,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,6,2,5,3,0,22,5,4,3,0,3,0,1,0,0,1,0
7,5,0,7,6,0,29,4,8,4,0,4,0,3,0,0,1,1
2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,1,0,2,0,0,5,1,1,1,0,1,0,0,0,0,0,1
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,4,0,14,2,5,4,0,3,1,0,0,0,1,0
8,4,0,8,15,0,32,5,8,6,3,3,0,2,1,0,1,1
16,5,0,16,66,0,46,9,17,12,1,11,0,1,0,0,1,0
4,2,0,4,1,0,15,3,3,2,0,1,0,1,0,0,1,1
5,2,0,5,0,0,19,5,1,1,0,0,0,1,0,0,1,1
4,4,0,4,0,0,8,2,2,1,0,1,0,0,0,0,0,1
6,3,4,6,231,2,125,23,41,22,6,15,1,1,0,0,1,0
3,1,0,3,1,0,8,0,2,2,0,2,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,2,0,4,1,0,8,1,2,2,0,2,0,0,0,0,0,1
3,1,0,3,2,0,16,1,4,4,0,4,0,0,0,0,2,1
1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1
4,5,0,4,1,0,8,1,2,2,0,2,0,0,0,0,0,0
5,2,0,5,0,0,26,4,1,1,0,0,0,0,0,0,0,1
3,1,0,3,0,0,6,0,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,11,0,2,2,0,1,0,0,0,0,2,1
11,12,13,11,6,4,158,0,4,4,0,4,0,7,0,6,1,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,12,0,3,3,0,3,0,0,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
5,2,1,5,3,0,31,12,3,3,0,2,1,4,0,0,4,1
11,3,1,11,10,0,19,8,5,5,0,5,0,0,0,0,0,0
2,1,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,1
9,5,2,9,21,0,31,4,9,7,5,2,0,1,0,0,1,1
5,1,3,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,3,1,0,12,1,2,2,0,2,0,3,0,0,0,1
4,1,0,4,0,0,9,0,2,2,0,2,0,1,0,0,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,2,0,3,0,0,12,3,1,1,0,1,0,0,0,0,0,1
4,1,11,4,1,2,18,1,3,3,0,3,0,0,0,4,0,0
4,3,0,4,3,0,30,8,9,6,0,6,0,1,0,0,0,0
2,2,0,2,3,0,13,0,3,3,0,2,1,0,0,1,0,0
3,2,0,3,0,0,16,2,4,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,1,0,6,1,0,10,0,2,2,0,2,0,0,0,0,2,1
1,1,0,1,9,0,24,6,7,6,0,6,0,1,0,0,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,2,0,6,3,0,22,2,4,3,1,2,0,0,0,0,0,1
2,1,0,2,1,0,9,0,2,2,0,2,0,0,0,1,0,0
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,1,1
2,2,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
5,1,0,5,0,0,44,12,4,2,0,2,0,1,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,3,0,5,0,3,3,0,3,0,0,0,0,0,1
6,1,0,6,1,0,8,0,2,2,0,1,0,0,0,1,0,1
1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,1,0,7,0,2,2,0,0,0,0,0,0,0,1
1,1,0,1,0,0,9,0,2,2,0,2,0,0,0,0,1,1
12,3,1,12,0,0,177,29,13,9,0,8,1,1,0,0,1,0
3,1,0,3,1,0,10,0,2,2,0,2,0,0,0,2,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
4,1,0,4,0,0,17,0,4,4,0,3,1,2,0,0,2,1
1,1,0,1,1,0,10,0,2,2,1,1,0,0,0,2,0,1
8,2,0,8,1,0,17,6,2,2,0,2,0,0,0,0,0,1
0,1,0,0,0,0,14,0,4,4,1,3,0,0,0,0,0,1
2,1,0,2,0,0,7,1,1,1,0,1,0,0,0,1,0,1
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,9,0,1,1,0,1,0,0,0,3,0,0
5,1,1,5,36,0,60,20,10,9,0,5,4,5,0,0,5,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
14,2,0,14,0,0,281,32,12,11,0,11,0,1,0,0,1,0
8,4,0,8,0,0,42,6,2,2,0,0,0,1,0,0,1,1
2,2,0,2,3,0,11,0,3,3,0,2,0,0,0,0,0,0
6,2,0,6,1,0,32,7,2,2,0,2,0,0,0,0,0,0
5,2,1,5,1,0,15,3,3,2,1,1,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0
12,1,2,12,16,0,162,25,38,8,1,3,4,18,0,1,17,1
3,1,0,3,1,0,12,0,3,3,0,2,1,1,0,0,1,1
2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
11,3,0,11,0,0,81,8,8,7,0,7,0,1,0,0,1,0
5,2,0,5,1,0,24,9,2,2,0,2,0,0,0,0,0,0
32,18,0,32,171,0,332,38,22,19,0,19,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
34,2,1,34,0,0,407,45,31,22,1,20,1,1,0,0,1,0
1,1,0,1,3,0,7,0,3,3,0,2,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,5,0,0,0,0,0,0,0,0,3,0,0
25,4,2,25,45,0,304,55,62,18,5,12,1,7,8,0,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,1,2,6,21,0,138,32,45,7,0,1,5,0,0,0,0,1
4,1,0,4,0,0,11,6,1,1,0,1,0,1,0,0,1,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
5,2,0,5,0,0,37,7,1,1,0,1,0,1,0,0,1,1
5,1,4,5,3,0,5,0,3,3,0,3,0,0,0,0,0,0
1,1,0,1,0,0,12,1,3,3,0,3,0,0,0,1,0,1
0,1,0,0,0,0,8,1,2,1,0,1,0,0,0,0,0,1
4,1,0,4,0,0,20,4,2,2,0,2,0,1,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
4,2,0,4,0,0,9,0,2,2,0,2,0,1,0,0,1,1
3,1,0,3,0,0,6,1,1,1,0,1,0,1,0,1,0,1
2,1,0,2,2,0,26,1,6,5,0,5,0,2,0,0,0,1
1,1,0,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0
4,1,0,4,0,0,4,0,1,1,0,0,0,0,0,0,0,1
2,1,0,2,0,0,14,0,3,3,0,3,0,0,0,1,0,1
3,2,0,3,0,0,9,3,2,1,0,1,0,1,0,0,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,4,2,6,116,0,55,10,16,16,1,14,1,2,2,0,1,0
5,4,1,5,6,0,19,4,6,4,0,4,0,1,0,0,1,0
3,2,0,3,6,0,15,0,4,4,0,4,0,1,0,0,1,1
10,5,0,10,0,0,140,7,3,3,0,3,0,3,0,1,2,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,1,0,0
2,3,0,2,0,0,6,1,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
4,2,0,4,0,0,14,0,1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,0,6,1,1,1,0,1,0,0,0,1,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,2,0,4,0,0,17,8,2,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,1
18,3,5,18,177,0,132,28,39,27,3,22,2,4,5,0,1,0
3,2,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,6,0,1,1,0,0,0,1,0,0,0,1
7,1,0,7,0,0,5,0,0,0,0,0,0,0,0,3,0,1
11,4,0,11,1,0,58,19,2,2,0,2,0,0,0,0,0,0
5,4,0,5,0,0,35,9,4,2,0,2,0,1,0,0,1,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,1,0,1,0,0,9,1,2,2,0,2,0,0,0,0,1,1
0,1,0,0,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,3,0,13,0,3,3,1,2,0,0,0,0,0,0
3,1,0,3,3,0,11,2,3,3,0,3,0,0,0,0,0,1
6,2,0,6,0,0,36,5,3,3,0,3,0,1,0,0,1,0
1,1,0,1,0,0,6,0,1,1,1,0,0,0,0,1,0,1
6,1,0,6,0,0,14,2,3,0,0,0,0,0,0,3,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,7,0,1,1,0,1,0,0,0,0,0,0
4,1,0,4,2,0,17,0,4,4,1,3,0,2,2,0,0,1
2,1,0,2,0,0,14,0,3,3,0,3,0,0,0,1,0,1
6,1,0,6,0,0,17,0,4,4,0,4,0,1,2,0,0,1
8,4,2,8,36,0,31,4,9,9,0,9,0,1,0,0,1,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
10,3,40,10,571,4,252,32,53,35,3,30,2,2,2,0,1,0
6,1,0,6,0,0,15,6,3,2,0,1,0,2,0,0,0,1
0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,1,1,2,0,0,6,0,1,1,0,1,0,1,0,1,0,0
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,2,0,2,0,0,5,0,1,1,0,0,0,0,0,0,0,1
11,3,18,11,36,0,31,3,9,9,3,6,0,1,0,0,1,0
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,12,0,3,3,0,2,0,0,0,0,1,0
2,4,0,2,6,0,11,0,4,4,0,4,0,0,0,0,0,1
4,3,0,4,3,0,38,22,3,3,0,3,0,0,0,0,0,0
0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,3,9,0,21,1,6,6,0,4,0,0,0,0,0,1
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
5,5,0,5,10,0,18,1,5,5,1,4,0,1,0,1,0,1
2,1,3,2,8,0,26,10,12,5,0,4,1,1,0,0,1,0
1,2,0,1,0,0,9,0,2,2,0,1,0,1,0,0,1,1
1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0
4,2,0,4,1,0,9,1,4,2,0,2,0,0,0,0,0,1
9,2,0,9,0,0,17,5,1,1,0,1,0,1,1,0,0,1
1,2,0,1,0,0,10,1,2,2,0,2,0,1,0,0,0,1
4,1,0,4,1,0,7,4,2,2,0,2,0,0,0,0,0,1
2,1,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,1
2,2,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,10,0,1,1,0,1,0,0,0,2,0,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
7,2,0,7,0,0,13,7,2,2,0,1,0,1,0,0,1,1
2,1,0,2,0,0,12,0,3,3,1,1,0,1,0,0,0,1
1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0
4,2,0,4,0,0,5,0,1,1,0,1,0,0,0,0,0,1
4,2,0,4,1,0,10,2,2,2,0,2,0,0,0,0,0,1
3,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,2,0,7,4,0,32,12,8,4,0,2,1,0,0,1,0,1
3,1,0,3,0,0,6,0,1,1,0,1,0,0,1,0,0,1
9,2,1,9,90,0,299,34,49,25,0,15,10,1,0,0,1,1
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,1,0,2,0,0,6,1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,1
2,1,0,2,0,0,7,4,3,1,0,1,0,0,0,0,0,1
17,7,3,17,9,0,60,8,10,6,0,6,0,2,1,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,2,0,16,0,4,4,0,4,0,1,2,0,0,1
4,1,0,4,2,0,20,0,5,5,0,4,0,2,0,2,0,1
0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1
2,1,0,2,0,0,7,1,1,1,0,1,0,0,0,0,0,1
5,5,0,5,10,0,21,3,6,5,1,4,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,9,0,2,2,0,1,0,1,0,0,0,1
2,1,0,2,0,0,3,0,1,1,0,1,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
21,5,3,21,59,1,295,59,71,18,9,9,0,5,4,0,1,0
6,2,0,6,0,0,53,7,1,1,0,0,0,1,0,0,1,1
1,1,0,1,0,0,9,0,2,2,0,1,0,0,1,0,0,0
7,1,14,7,300,1,93,10,30,25,1,24,0,0,0,0,0,0
3,1,0,3,1,0,8,0,2,2,0,2,0,0,0,1,0,0
8,2,0,8,0,0,108,14,4,4,0,4,0,1,0,0,1,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,2,0,3,0,0,12,7,1,1,0,1,0,0,0,0,0,1
4,5,0,4,16,0,148,37,43,8,5,1,2,15,2,12,1,1
3,1,0,3,1,0,9,0,2,2,1,1,0,0,1,0,0,1
0,1,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,9,0,2,2,0,1,1,0,0,0,1,1
0,1,0,0,0,0,8,0,1,1,0,1,0,2,0,2,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
9,2,0,9,0,0,64,14,11,7,0,7,0,1,0,0,1,0
7,1,0,7,0,0,66,14,16,2,0,1,0,6,6,0,0,1
7,1,2,7,1,0,19,3,5,3,0,3,0,1,1,0,1,0
9,1,3,9,79,0,104,13,28,18,3,15,0,1,6,0,1,0
1,1,0,1,0,0,9,0,2,2,0,2,0,1,1,0,0,1
29,4,1,29,244,0,360,93,26,25,0,24,1,1,0,0,1,0
28,3,1,28,0,0,534,84,48,38,0,34,2,1,0,0,1,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,2,0,2,0,0,164,0,0,0,0,0,0,0,0,0,0,1
4,2,0,4,0,0,13,10,1,1,0,1,0,1,0,0,1,1
5,1,0,5,0,0,12,4,2,2,0,2,0,1,0,0,1,1
4,2,0,4,0,0,7,0,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0
5,1,0,5,0,0,68,8,6,3,0,3,0,1,0,0,1,0
2,1,0,2,1,0,8,0,2,2,0,2,0,0,0,0,0,0
4,2,0,4,0,0,20,7,1,1,0,1,0,1,0,0,1,1
5,1,2,5,276,0,26,0,24,24,0,24,0,0,0,0,0,0
3,2,0,3,1,0,9,1,2,2,0,2,0,0,0,0,0,1
1,3,0,1,1,0,8,0,2,2,1,1,0,0,0,0,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
8,4,0,8,0,0,49,7,2,2,0,2,0,1,0,0,1,0
6,1,0,6,0,0,44,6,3,3,0,3,0,1,1,0,0,0
7,2,2,7,14,0,107,22,21,8,4,3,1,4,3,0,1,0
4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,2,0,6,10,0,16,1,5,5,0,5,0,1,0,0,1,1
3,1,0,3,0,0,35,8,3,3,0,3,0,1,0,0,1,0
7,2,0,7,0,0,85,9,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0
3,2,0,3,0,0,18,2,5,1,0,1,0,0,0,0,0,1
3,2,0,3,1,0,15,2,4,2,0,2,0,1,0,0,1,1
3,1,4,3,0,0,3,0,1,1,0,1,0,0,0,0,0,0
6,1,0,6,0,0,3,0,0,0,0,0,0,0,0,1,0,1
7,4,0,7,0,0,32,7,2,2,0,2,0,1,0,0,1,0
12,12,0,12,0,0,65,13,6,6,0,6,0,1,0,0,1,0
7,1,0,7,0,0,17,0,4,4,0,4,0,2,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,4,0,1,1,0,1,0,0,0,0,0,0
15,6,0,15,0,0,192,37,23,10,0,10,0,1,0,0,1,0
1,2,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0
6,2,0,6,3,0,18,3,5,3,0,3,0,1,0,0,1,1
5,1,0,5,0,0,6,0,1,1,0,0,0,1,0,0,1,1
5,2,0,5,10,0,19,3,5,5,0,5,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,12,0,1,1,0,1,0,0,0,1,0,0
4,2,0,4,0,0,28,6,8,2,0,2,0,2,0,0,2,1
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,1,0,10,1,2,2,0,2,0,0,0,0,0,1
2,2,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
