cbo,dit,fanin,fanout,lcom,noc,loc,rfc,wmc,totalMethodsQty,protectedMethodsQty,publicMethodsQty,privateMethodsQty,finalFieldsQty,protectedFieldsQty,publicFieldsQty,privateFieldsQty,predicted_bug
1,1,0,1,0,0,7,1,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,1,0,8,1,2,2,0,2,0,0,0,0,0,1
3,1,0,3,0,0,6,1,1,1,0,1,0,0,0,0,0,1
4,2,1,4,31,0,138,12,15,14,0,13,1,0,0,0,4,0
0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1
3,1,0,3,0,0,6,0,1,1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,2,0,6,0,0,10,4,2,2,0,1,0,1,0,0,1,1
4,1,0,4,0,0,8,0,1,1,0,1,0,1,0,2,0,1
6,2,1,6,3,0,100,12,8,6,0,4,2,5,0,0,5,0
2,2,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,6,0,1,1,1,0,0,0,0,0,0,1
5,1,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,1
6,2,0,6,0,0,47,5,2,2,0,0,0,2,0,0,2,1
2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,11,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0
8,1,0,8,6,0,22,14,6,4,0,4,0,0,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
9,2,2,9,41,0,108,37,30,11,4,7,0,5,4,0,1,0
11,1,1,11,233,0,161,51,32,23,0,7,16,5,0,0,0,1
8,1,0,8,0,0,31,0,0,0,0,0,0,0,0,29,0,1
7,10,0,7,3,0,42,8,3,3,0,3,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,1,0,12,1,3,3,0,3,0,0,0,1,0,1
1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,2,0,4,3,0,13,0,3,3,1,2,0,2,0,2,0,1
0,1,0,0,1,0,9,0,2,2,1,1,0,0,0,1,0,1
1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,1,0,8,0,0,9,0,1,1,0,1,0,0,0,3,0,1
5,1,0,5,1,0,10,0,2,2,0,2,0,0,0,1,1,1
1,3,0,1,3,0,10,1,3,3,1,2,0,0,0,0,0,0
19,5,2,19,218,0,720,64,128,25,11,11,3,3,8,0,2,0
4,2,0,4,0,0,14,4,3,3,2,1,0,3,1,0,1,1
14,8,0,14,15,0,115,12,7,6,0,6,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,8,0,1,1,0,1,0,2,0,2,0,1
3,1,0,3,1,0,8,0,2,2,1,1,0,0,0,1,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,1,1,5,36,0,60,20,10,9,0,5,4,5,0,0,5,0
1,1,0,1,0,0,12,0,3,3,0,3,0,1,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
28,2,3,28,48,0,169,45,50,16,4,12,0,8,8,0,1,1
2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,17,0,4,4,0,4,0,0,0,0,2,1
2,3,0,2,0,0,9,0,2,2,0,2,0,0,1,0,0,0
8,4,2,8,21,0,24,1,8,7,5,2,0,1,0,0,1,1
2,1,0,2,0,0,5,1,1,1,0,1,0,0,0,0,0,1
2,2,0,2,0,0,9,0,2,2,0,2,0,0,1,0,0,0
3,3,0,3,1,0,9,0,2,2,1,1,0,1,0,1,0,0
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,1,0,2,1,0,11,0,3,3,0,3,0,0,0,1,0,1
4,1,0,4,0,0,7,0,1,1,0,1,0,0,1,0,0,1
2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,11,0,3,3,0,2,1,1,0,0,1,0
1,1,0,1,0,0,8,0,2,2,0,1,1,1,0,0,1,1
7,2,0,7,4,0,76,23,6,5,0,5,0,7,0,0,7,1
2,1,0,2,0,0,6,1,1,1,0,1,0,0,0,1,0,1
4,2,3,4,10,0,19,1,5,5,1,4,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
13,6,0,13,0,0,98,17,4,4,0,4,0,1,0,0,1,0
5,2,0,5,0,0,6,2,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,9,2,1,1,0,1,0,1,2,0,1,1
5,2,1,5,0,0,87,22,15,10,0,9,1,2,0,0,2,0
13,4,0,13,0,0,103,17,5,5,0,5,0,1,0,0,1,0
6,2,0,6,0,0,67,11,1,1,0,1,0,1,0,0,1,1
3,2,0,3,0,0,15,7,3,3,0,0,0,0,0,0,0,1
2,1,0,2,2,0,16,0,4,4,0,4,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,2,3,2,1,0,12,1,4,3,0,3,0,0,0,1,0,0
15,4,0,15,9,0,48,7,7,7,0,6,0,1,0,0,1,0
2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,8,0,2,2,0,2,0,0,0,1,0,0
2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0
2,2,0,2,0,0,6,0,1,1,0,1,0,1,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,2,0,6,1,0,8,0,2,2,0,2,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,2,0,3,0,0,5,1,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
4,2,0,4,0,0,8,7,1,1,0,1,0,1,0,0,1,1
5,1,0,5,0,0,27,3,6,4,0,4,0,1,0,0,3,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,2,0,6,10,0,77,7,5,5,0,5,0,0,0,0,0,0
1,1,0,1,1,0,10,4,2,2,1,1,0,0,0,1,0,1
0,1,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
8,2,1,8,1,0,66,12,3,2,0,1,1,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,5,0,5,1,0,9,1,2,2,0,2,0,1,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,1,0,4,0,0,29,0,3,3,0,3,0,0,0,0,2,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4,2,10,4,3,3,22,0,3,3,0,3,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,10,0,2,2,0,1,0,0,0,0,1,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,2,0,5,1,0,30,5,2,2,0,2,0,0,0,0,0,0
4,1,0,4,0,0,7,0,1,1,0,1,0,0,0,2,0,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,1,1
2,1,0,2,1,0,8,0,2,2,0,2,0,0,0,1,0,0
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,13,0,3,3,1,2,0,0,0,0,2,1
1,1,0,1,1,0,10,0,2,2,0,2,0,0,0,2,0,0
1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
19,15,0,19,0,0,126,5,10,10,0,10,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
5,3,0,5,0,0,22,3,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
13,3,2,13,73,0,82,15,24,18,0,18,0,4,4,0,2,0
3,1,0,3,0,0,6,0,1,1,0,0,0,0,0,1,0,1
1,1,0,1,0,0,6,1,1,1,0,1,0,0,0,0,1,1
6,1,0,6,1,0,8,0,2,2,0,1,0,0,0,1,0,1
14,4,2,14,49,0,87,16,19,11,2,5,4,2,1,0,0,1
8,2,0,8,9,0,74,31,9,7,0,7,0,1,0,0,1,0
6,1,0,6,22,0,29,3,9,8,0,7,0,1,0,0,1,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,1,0,3,1,0,12,0,2,2,0,2,0,0,0,3,0,0
3,2,0,3,1,0,8,2,2,2,0,2,0,0,0,0,0,1
6,1,0,6,0,0,18,0,4,4,0,4,0,0,0,1,0,1
0,1,0,0,0,0,7,0,1,1,0,1,0,0,1,0,0,0
0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0
6,4,2,6,15,0,62,9,18,7,1,6,0,4,3,0,1,0
3,1,0,3,1,0,12,0,2,2,0,2,0,0,0,3,0,0
2,1,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,5,0,1,1,0,0,0,0,1,0,0,1
4,2,0,4,0,0,18,2,1,1,0,1,0,1,0,0,1,1
0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,1
4,2,0,4,0,0,9,0,2,2,0,2,0,1,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,6,1,1,1,0,1,0,0,0,1,0,1
5,1,0,5,0,0,16,3,1,1,0,1,0,1,0,0,1,1
0,1,0,0,1,0,9,0,2,2,0,2,0,0,0,1,0,0
5,1,1,5,18,0,131,23,14,12,0,8,4,6,0,0,6,0
2,1,0,2,0,0,6,0,1,1,1,0,0,1,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,2,1,6,0,0,86,15,34,21,0,21,0,6,1,1,4,0
2,1,0,2,0,0,7,0,1,1,0,1,0,2,0,0,2,1
5,3,1,5,1,0,31,9,4,2,0,1,1,0,0,0,0,1
6,1,0,6,0,0,3,0,0,0,0,0,0,0,0,1,0,1
4,2,0,4,0,0,7,3,1,1,0,1,0,0,0,0,0,1
2,2,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
8,1,9,8,55,0,129,14,45,19,0,19,0,3,0,0,7,0
0,1,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,0,0,8,0,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1
4,3,7,4,0,1,121,27,38,25,3,22,0,2,1,0,1,0
5,2,0,5,10,0,19,2,5,5,0,5,0,0,0,0,0,1
18,3,1,18,208,0,260,54,35,21,0,20,0,1,0,0,1,0
8,3,40,8,630,5,256,22,44,36,1,35,0,0,0,0,0,0
3,1,0,3,12,0,36,6,9,8,0,8,0,3,0,0,4,1
6,2,0,6,6,0,40,5,4,4,0,4,0,0,0,0,0,0
4,2,0,4,0,0,42,14,6,6,0,6,0,0,0,0,2,0
4,1,0,4,2,0,25,0,5,5,0,5,0,0,0,0,4,1
4,5,0,4,0,0,45,7,4,4,0,4,0,1,0,0,1,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1
15,2,1,15,120,0,153,30,48,16,8,8,0,9,5,0,4,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0
2,1,0,2,0,0,4,0,1,1,0,1,0,0,0,0,0,1
1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,5,1,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,1,0,10,0,2,2,0,2,0,0,2,0,0,0
2,1,0,2,0,0,9,1,1,1,0,1,0,0,0,1,0,1
3,2,0,3,0,0,6,0,1,1,0,1,0,1,0,0,0,1
2,1,0,2,0,0,8,0,1,1,1,0,0,1,0,0,0,1
1,1,0,1,0,0,7,0,1,1,0,1,0,0,1,1,0,0
1,1,0,1,1,0,9,0,2,2,0,0,2,0,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,3,2,6,65,0,59,6,18,15,0,15,0,4,3,0,1,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,0,3,1,0,9,0,2,2,0,2,0,0,0,1,0,0
16,3,2,16,85,0,150,28,43,19,4,14,1,6,6,0,1,0
2,1,0,2,0,0,68,5,4,3,0,2,0,0,1,19,0,1
16,5,0,16,66,0,46,9,17,12,1,11,0,1,0,0,1,0
3,2,0,3,0,0,5,0,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,28,0,2,2,0,1,0,1,0,0,1,1
5,2,65,5,59,4,58,10,20,15,2,13,0,3,2,0,1,0
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
10,4,0,10,0,0,92,11,6,6,0,6,0,1,0,0,1,0
2,1,0,2,0,0,10,0,1,1,0,0,0,0,0,3,0,0
1,1,0,1,0,0,14,1,3,3,1,2,0,0,0,1,0,1
1,1,0,1,0,0,12,3,3,3,0,3,0,0,0,1,0,0
0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,0,14,0,3,3,0,3,0,0,0,0,2,1
9,1,3,9,0,0,54,13,14,5,0,5,0,2,4,0,0,0
5,1,0,5,0,0,8,0,1,1,0,1,0,2,0,0,0,1
6,1,0,6,0,0,61,13,4,3,0,3,0,1,0,0,1,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,2,0,3,1,0,12,7,3,2,0,2,0,0,0,0,0,1
4,2,5,4,606,0,248,25,63,40,0,32,0,0,0,0,0,0
8,1,1,8,69,0,103,29,16,15,0,8,7,3,0,0,3,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,3,0,11,0,3,3,0,3,0,0,0,0,0,1
4,2,0,4,1,0,10,0,2,2,0,2,0,0,0,1,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
8,9,0,8,0,0,101,11,3,3,0,3,0,1,0,0,1,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,1,0,6,10,0,7,0,5,5,0,0,0,0,0,0,0,1
4,1,0,4,0,0,6,0,1,1,0,1,0,0,0,0,0,1
1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
11,2,0,11,6,0,38,10,11,9,2,7,0,2,0,0,0,1
3,1,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,1
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,1,0,12,0,2,2,0,2,0,0,0,3,0,0
3,1,0,3,0,0,35,9,3,1,0,1,0,1,0,0,1,1
1,1,12,1,0,0,67,4,11,7,0,6,1,2,0,0,2,0
2,1,0,2,0,0,9,2,2,2,0,0,0,0,0,0,1,1
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,0,0,0
2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
6,3,0,6,0,0,55,9,3,3,0,3,0,1,0,0,1,0
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,8,0,1,1,0,1,0,0,0,4,0,0
6,1,0,6,0,0,5,0,0,0,0,0,0,0,0,3,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,1,0,3,1,0,4,0,2,2,0,0,0,0,0,0,0,1
2,1,0,2,0,0,16,0,4,4,0,3,0,0,0,1,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,1,0,10,0,2,2,1,1,0,0,0,2,0,1
9,3,1,9,3,0,52,9,3,3,0,1,2,0,0,0,0,1
17,3,5,17,0,0,123,30,37,26,5,21,0,4,3,0,1,0
3,2,0,3,1,0,8,2,2,2,0,2,0,0,0,0,0,1
16,6,0,16,3,0,146,17,9,6,0,6,0,1,0,0,1,0
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,1,0,35,8,2,2,0,2,0,0,0,0,0,0
0,1,0,0,0,0,5,1,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2,1,0,8,0,2,2,1,1,0,0,0,1,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
7,2,0,7,0,0,53,18,6,6,0,6,0,1,0,0,1,0
2,1,0,2,1,0,8,0,2,2,1,1,0,0,0,1,0,1
0,1,0,0,0,0,21,0,1,1,0,0,0,0,0,0,0,1
1,2,0,1,1,0,7,0,2,2,0,2,0,0,0,0,0,0
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,1,0,0
7,3,0,7,0,0,30,12,1,1,0,1,0,1,0,0,1,0
7,2,0,7,0,0,126,11,5,3,0,0,0,1,0,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,0,16,2,4,4,0,4,0,2,1,0,1,1
10,6,0,10,21,0,367,8,9,7,0,7,0,0,0,0,0,0
10,2,1,10,0,0,60,12,5,5,0,0,1,1,0,0,1,1
1,1,0,1,0,0,7,1,1,1,0,1,0,0,0,2,0,1
11,1,18,11,55,24,36,0,11,11,0,11,0,1,0,0,1,0
13,10,2,13,28,0,115,10,14,8,3,5,0,1,0,0,1,0
5,2,0,5,0,0,30,4,1,1,0,1,0,0,0,0,0,1
6,2,0,6,0,0,14,4,4,1,0,1,0,0,0,0,0,1
2,3,2,2,1,0,8,0,2,2,0,2,0,0,0,0,0,0
1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0
4,1,0,4,0,0,27,0,2,2,0,1,0,2,2,0,0,1
2,1,0,2,0,0,16,0,1,1,0,1,0,0,0,1,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,2,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,9,0,2,2,0,2,0,1,0,0,1,0
7,1,2,7,36,0,192,15,43,9,0,2,6,14,0,1,13,1
1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1
4,2,0,4,0,0,19,4,1,1,0,1,0,0,0,0,0,1
5,3,0,5,0,0,27,9,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
3,1,0,3,0,0,12,0,1,1,0,1,0,0,0,0,0,1
4,2,0,4,3,0,12,0,3,3,0,3,0,0,0,1,0,1
0,1,0,0,1,0,6,2,2,2,0,1,1,0,0,0,0,1
6,2,1,6,1,0,46,6,3,3,0,2,1,1,0,0,0,1
2,1,18,2,0,0,23,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
7,2,0,7,6,0,76,19,6,4,0,4,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
7,2,3,7,11,0,72,8,25,11,0,11,0,3,1,0,1,0
11,4,0,11,21,0,59,15,13,7,5,2,0,1,0,0,1,1
2,2,0,2,1,0,8,1,2,2,0,2,0,0,0,0,0,1
1,1,0,1,1,0,9,1,2,2,0,2,0,0,0,1,0,0
2,1,0,2,0,0,5,1,1,1,0,1,0,0,0,0,0,1
3,1,0,3,0,0,10,0,2,2,0,2,0,0,0,0,1,1
6,2,0,6,0,0,10,5,2,1,0,1,0,1,0,0,1,1
9,3,0,9,6,0,64,6,5,4,0,4,0,0,0,0,0,0
3,1,0,3,0,0,10,0,1,1,0,1,0,0,0,0,0,1
2,1,0,2,1,0,13,0,3,3,0,3,0,0,2,0,0,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
6,1,1,6,1,0,17,6,3,2,0,1,1,0,0,0,0,1
0,1,0,0,1,0,6,0,2,2,0,2,0,0,0,0,0,0
6,2,0,6,0,0,13,5,4,1,0,1,0,1,0,0,1,1
5,1,0,5,0,0,10,2,2,2,0,1,0,1,0,0,0,1
2,1,0,2,0,0,14,0,4,4,0,3,1,1,0,0,1,1
3,2,0,3,0,0,5,0,1,1,0,1,0,0,0,0,0,1
3,1,0,3,6,0,19,0,4,4,0,4,0,1,0,0,5,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,0,0,0
2,1,0,2,0,0,7,4,1,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,6,3,1,1,0,1,0,0,0,0,0,1
1,1,0,1,0,0,9,0,2,2,0,2,0,0,0,0,1,1
3,4,0,3,1,0,14,5,3,2,1,1,0,0,0,0,0,1
1,1,0,1,1,0,8,0,2,2,0,2,0,0,0,1,0,0
2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
12,6,0,12,21,0,126,22,7,7,0,7,0,0,0,0,0,0
1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,0,3,0,0,10,0,2,2,0,0,0,0,0,2,0,1
3,1,0,3,0,0,16,2,1,1,0,1,0,0,0,0,0,1
3,1,0,3,0,0,10,0,1,1,0,1,0,0,0,3,0,0
1,1,0,1,1,0,8,0,2,2,1,1,0,0,0,1,0,1
9,3,2,9,10,0,21,4,6,5,1,4,0,1,0,1,0,0
5,3,0,5,0,0,51,7,6,5,0,5,0,1,0,0,1,0
5,2,1,5,3,0,24,8,5,3,2,1,0,0,0,0,0,1
1,1,0,1,0,0,8,0,2,2,0,1,0,1,0,0,0,1
3,2,0,3,1,0,8,2,2,2,0,2,0,0,0,0,0,1
4,1,0,4,0,0,21,0,5,3,0,0,0,0,0,0,2,1
10,2,2,10,1003,0,399,49,118,51,5,44,1,3,18,0,1,0
6,1,0,6,21,0,218,20,7,7,0,7,0,0,0,0,0,0
3,2,0,3,0,0,16,1,4,1,0,1,0,1,0,0,1,1
0,1,1,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0
4,2,0,4,1,0,7,2,2,2,0,1,0,0,0,0,0,1
2,1,0,2,36,0,83,9,21,13,1,8,0,1,4,0,1,0
3,1,0,3,0,0,9,0,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,8,0,2,2,0,0,0,1,0,0,1,1
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0
1,1,0,1,3,0,11,0,3,3,0,3,0,0,0,0,0,1
2,1,0,2,1,0,8,0,2,2,1,1,0,0,0,1,0,1
4,2,0,4,1,0,8,1,2,2,0,2,0,0,0,0,0,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1
6,2,0,6,0,0,57,19,4,3,0,3,0,1,0,0,1,0
1,1,0,1,0,0,6,1,1,1,0,1,0,0,0,1,0,1
6,2,0,6,0,0,26,8,1,1,0,0,0,0,0,0,0,1
11,3,0,11,8,0,95,13,5,5,0,5,0,1,0,0,1,0
2,1,0,2,0,0,6,2,1,1,0,1,0,0,0,0,0,1
3,2,0,3,1,0,8,0,2,2,0,1,1,0,0,0,0,1
1,1,0,1,0,0,17,0,4,4,0,4,0,1,0,0,0,1
2,1,0,2,0,0,6,2,1,1,0,1,0,0,0,0,0,1
3,2,0,3,0,0,6,0,1,1,0,1,0,1,0,0,1,1
2,1,0,2,0,0,7,0,1,1,0,1,0,0,1,1,0,0
12,3,2,12,10,0,19,7,5,5,0,5,0,0,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
2,2,0,2,3,0,13,0,3,3,0,2,1,0,0,1,0,0
0,1,0,0,1,0,8,0,2,2,0,2,0,0,0,1,0,0
20,7,0,20,0,0,166,17,14,13,0,13,0,1,0,0,1,0
0,4,0,0,0,0,6,0,1,1,0,1,0,1,0,0,1,0
3,1,0,3,0,0,19,0,4,4,0,4,0,3,0,0,3,1
10,11,0,10,0,0,95,14,8,6,0,0,0,1,0,0,1,1
2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0
5,1,0,5,0,0,44,9,3,1,0,1,0,0,0,0,0,1
32,4,4,32,376,0,756,105,207,41,14,26,1,15,16,1,1,1
2,1,0,2,0,0,10,2,2,2,0,2,0,1,1,0,0,1
2,1,0,2,0,0,6,1,3,1,0,1,0,0,0,0,0,1
3,3,0,3,3,0,11,1,3,3,0,3,0,0,0,0,0,0
1,1,0,1,0,0,6,0,1,1,0,1,0,0,0,1,0,0
3,3,1,3,0,0,10,1,2,2,0,2,0,1,1,0,0,0
1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3,1,0,3,0,0,6,1,1,1,0,1,0,1,0,0,0,1
8,1,0,8,5,0,24,0,6,6,0,6,0,1,3,0,0,1
0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2,2,0,2,1,0,9,0,2,2,1,1,0,0,0,1,0,1
1,1,0,1,1,0,15,0,2,2,0,2,0,0,0,4,0,0
3,1,0,3,0,0,9,0,2,2,0,2,0,1,0,0,1,1
5,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,6,0,1,1,0,1,0,0,0,1,0,0
1,2,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0
15,3,0,15,0,0,234,11,5,5,0,5,0,1,0,0,1,0
3,2,0,3,0,0,5,1,1,1,0,1,0,0,0,0,0,1
2,1,0,2,0,0,4,0,1,1,0,1,0,0,0,0,0,1
9,4,0,9,6,0,14,4,4,4,0,4,0,0,0,0,0,1
8,3,0,8,0,0,37,9,1,1,0,1,0,0,0,0,0,0
4,1,7,4,136,0,169,37,51,17,3,11,3,0,0,0,0,0
5,1,0,5,0,0,7,2,1,0,0,0,0,0,0,1,0,1
3,1,0,3,1,0,8,2,2,2,0,2,0,0,0,0,0,1
