cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
2;1;2;2;1;0;8;1;2;2;0;2;0;0;0;0;0;1
19;4;3;19;0;0;260;41;62;12;2;8;2;1;0;0;3;1
13;1;0;13;55;0;165;29;11;11;0;11;0;0;0;0;0;1
3;1;1;3;0;0;66;4;18;10;0;10;0;0;0;0;3;1
4;2;2;4;52;0;271;29;62;25;0;22;3;3;0;2;5;1
5;1;11;5;208;0;248;52;61;21;0;20;1;1;0;0;1;1
4;2;4;4;3;0;49;4;3;3;0;0;1;2;0;0;1;1
7;1;0;7;0;0;36;18;8;2;0;0;0;3;0;0;3;1
21;2;4;21;81;0;1352;51;55;15;0;1;12;13;0;0;10;1
9;1;0;9;28;0;41;2;8;8;0;6;0;1;0;0;7;1
28;1;5;28;1116;0;737;182;242;52;0;3;46;21;0;0;6;1
2;2;0;2;1;0;16;5;3;3;0;1;0;1;0;0;2;1
1;2;0;1;4;0;23;0;5;5;0;4;0;3;0;0;3;1
3;1;0;3;6;0;18;7;6;4;0;4;0;0;0;0;0;1
3;1;0;3;6;0;16;7;6;4;0;4;0;0;0;0;0;1
6;2;0;6;0;0;30;6;6;2;0;1;0;1;0;0;1;1
14;1;0;14;10;0;90;48;28;8;0;0;0;0;0;0;0;1
3;1;0;3;4;0;35;12;7;5;0;0;1;1;0;0;0;1
7;1;1;7;0;0;259;1;2;2;0;1;0;4;0;2;2;1
0;1;5;0;3;0;5;0;3;3;0;0;0;0;0;0;0;1
2;1;0;2;0;0;12;2;3;1;0;0;0;0;0;0;0;1
16;1;0;16;37;0;238;30;21;10;0;6;4;3;0;0;3;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
12;1;3;12;1;0;579;3;4;3;0;1;1;6;0;0;6;1
4;1;0;4;0;0;39;9;14;5;0;1;0;1;0;0;2;1
35;2;10;35;1202;0;610;165;210;52;0;0;10;23;0;0;10;1
0;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1
3;1;0;3;0;0;8;0;1;1;0;0;0;2;0;0;0;1
6;1;0;6;1;0;20;3;5;3;0;2;0;2;0;0;2;1
1;1;0;1;0;0;8;0;1;1;0;0;0;2;0;2;0;1
1;1;0;1;0;0;15;2;4;3;0;2;1;2;0;0;2;1
9;2;14;9;0;0;43;7;9;5;0;1;1;3;0;0;4;1
7;2;0;7;1;0;44;27;19;2;0;2;0;0;0;0;0;1
1;1;0;1;10;0;17;0;5;5;0;5;0;0;0;0;0;1
3;2;0;3;20;0;35;5;9;8;0;0;0;1;0;0;4;1
24;2;0;24;181;0;342;130;97;22;0;3;16;7;0;0;11;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
3;2;1;3;15;0;128;26;50;6;0;0;5;0;0;0;0;1
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
3;1;0;3;1;0;25;0;2;2;0;1;0;0;0;0;1;1
14;2;1;14;1;0;69;19;14;3;0;2;1;3;0;0;3;1
22;3;3;22;60;0;389;54;42;12;0;6;6;2;0;0;6;1
5;1;0;5;0;0;32;2;9;3;0;0;0;4;0;0;0;1
2;1;0;2;0;0;9;1;2;2;0;2;0;1;0;0;0;1
7;1;0;7;0;0;60;21;23;2;0;2;0;1;0;0;1;1
5;1;0;5;0;0;27;20;5;3;0;1;1;2;0;0;0;1
3;1;0;3;0;0;5;0;1;1;0;1;0;0;0;0;0;1
20;2;5;20;0;0;522;25;13;8;0;1;2;3;0;0;3;1
2;1;0;2;0;0;8;0;1;1;0;0;0;2;0;0;0;1
6;2;0;6;0;0;12;3;2;1;0;1;0;1;0;0;0;1
1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1
5;1;0;5;1;0;64;17;28;2;0;2;0;0;0;0;0;1
2;1;0;2;0;0;23;1;5;2;0;0;1;0;0;0;0;1
17;3;11;17;359;4;275;67;74;30;0;17;1;7;0;0;10;1
4;2;0;4;1;0;15;8;3;2;0;1;0;0;0;0;0;1
4;1;12;4;831;5;232;34;86;42;0;0;0;0;0;0;2;1
6;1;0;6;0;0;26;5;11;4;0;4;0;0;0;0;0;1
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
10;1;9;10;6;0;153;30;26;13;0;10;3;2;0;0;4;1
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;1
3;2;0;3;0;0;11;1;3;1;0;1;0;0;0;0;0;1
25;4;18;25;232;0;321;90;72;28;0;8;10;8;0;0;11;1
3;1;0;3;0;0;16;4;3;3;0;0;0;2;0;0;2;1
1;1;0;1;0;0;5;7;1;1;0;1;0;0;0;0;0;1
4;2;0;4;0;0;14;8;6;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;8;0;1;1;0;1;0;2;0;2;0;1
3;2;0;3;0;0;13;4;3;1;1;0;0;0;0;0;0;1
3;1;0;3;0;0;9;1;3;2;0;1;0;1;0;0;0;1
19;2;1;19;48;0;299;77;101;13;0;5;7;2;0;0;3;1
2;1;0;2;0;0;24;7;9;1;0;1;0;0;0;0;0;1
2;1;0;2;3;0;16;2;5;3;0;3;0;0;0;0;0;1
9;2;2;9;977;0;1355;184;516;46;0;0;43;5;0;0;3;1
2;1;0;2;6;0;6;0;4;4;0;0;0;0;0;0;0;1
30;1;2;30;39;0;228;79;32;11;0;2;9;6;0;1;5;1
11;1;2;11;114;0;245;85;60;17;0;0;14;3;0;0;3;1
6;2;0;6;0;0;5;0;1;1;0;1;0;0;0;0;0;1
3;1;0;3;22;0;47;1;11;8;0;1;0;2;0;0;5;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
3;1;0;3;0;0;26;2;8;6;0;0;0;0;2;0;0;1
8;1;0;8;0;0;33;15;16;3;0;3;0;1;0;0;1;1
19;2;0;19;159;0;528;109;200;19;0;1;10;0;0;0;2;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2;1;0;2;4;0;11;0;4;4;0;3;0;2;0;0;0;1
2;5;0;2;3;0;87;0;3;3;0;0;0;0;0;0;0;1
3;1;0;3;3;0;9;0;3;3;0;3;0;0;0;0;0;1
7;2;1;7;197;0;462;96;136;22;0;1;20;4;0;0;4;1
8;2;0;8;0;0;24;15;15;2;0;2;0;0;0;0;0;1
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;1
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;1
2;1;0;2;0;0;9;2;2;2;0;2;0;1;0;0;0;1
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
11;2;0;11;21;0;81;49;29;7;0;0;1;0;0;0;0;1
1;1;0;1;0;0;6;0;1;1;0;0;0;1;0;0;0;1
3;2;0;3;0;0;19;2;5;5;0;4;0;1;0;0;1;1
3;1;0;3;0;0;28;5;7;5;0;5;0;2;0;0;0;1
3;1;0;3;0;0;6;6;2;1;0;1;0;0;0;0;0;1
4;1;0;4;0;0;31;14;10;4;0;0;0;3;0;0;3;1
6;2;0;6;0;0;5;0;1;1;0;1;0;0;0;0;0;1
3;1;0;3;1;0;4;0;2;2;0;0;0;0;0;0;0;1
8;4;2;8;0;0;140;48;40;5;0;2;1;8;0;0;6;1
21;1;0;21;44;0;409;125;169;13;0;5;4;0;0;0;2;1
12;4;6;12;22;0;90;31;25;8;0;3;0;2;0;0;3;1
5;2;0;5;0;0;26;7;7;1;0;1;0;0;0;0;0;1
1;1;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;1
3;1;0;3;0;0;3;0;1;1;0;0;0;0;0;0;0;1
1;1;0;1;6;0;6;0;4;4;0;0;0;0;0;0;0;1
4;1;0;4;0;0;19;6;6;5;0;5;0;1;0;0;0;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
11;1;0;11;44;0;70;4;13;12;0;12;0;1;0;0;10;1
2;1;0;2;10;0;7;0;5;5;0;0;0;0;0;0;0;1
0;1;0;0;0;0;6;0;1;1;0;0;1;2;0;0;0;1
3;1;0;3;0;0;4;0;1;1;0;1;0;0;0;0;0;1
4;2;0;4;0;0;24;14;6;5;0;0;1;4;0;0;4;1
0;1;0;0;0;0;8;0;1;1;0;0;1;2;0;0;1;1
15;2;0;15;0;0;205;44;62;15;0;2;12;12;0;0;12;1
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
2;1;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;1
1;1;0;1;0;0;12;0;1;1;0;0;0;0;0;0;0;1
4;1;0;4;3;0;54;13;13;7;0;5;1;6;0;0;6;1
2;1;0;2;0;0;9;1;2;2;0;1;1;1;0;0;1;1
1;1;2;1;3;0;336;4;105;3;0;2;1;0;0;0;0;1
4;1;0;4;0;0;25;6;8;6;0;5;0;2;0;0;2;1
16;1;0;16;2119;0;707;96;247;71;0;6;21;2;0;0;16;1
44;2;103;44;51667;0;4133;429;1758;322;0;132;18;23;0;0;17;1
8;2;0;8;1;0;43;17;19;3;0;1;1;1;0;0;1;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
6;2;0;6;1;0;17;10;3;2;0;1;0;0;0;0;0;1
3;2;0;3;1;0;15;3;4;2;0;2;0;2;0;0;0;1
3;1;0;3;0;0;18;2;4;3;0;2;0;2;0;0;0;1
11;2;8;11;89;0;214;40;44;15;0;7;7;3;0;0;5;1
5;1;0;5;15;0;49;8;17;10;0;8;2;0;0;0;1;1
8;1;0;8;8;0;32;16;13;5;0;4;0;2;0;0;2;1
0;1;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;1
4;2;0;4;0;0;10;7;5;1;0;1;0;0;0;0;0;1
6;1;0;6;1;0;17;7;5;3;0;2;0;2;0;0;0;1
11;1;0;11;15;0;197;49;61;11;0;4;7;3;0;0;10;1
10;1;0;10;53;0;48;5;11;11;0;7;1;0;0;0;4;1
6;3;0;6;3;0;30;12;10;3;0;2;1;2;0;0;0;1
5;3;0;5;3;0;27;9;8;3;0;2;1;2;0;0;0;1
2;1;0;2;0;0;20;2;5;3;0;2;1;2;0;0;2;1
7;1;0;7;0;0;89;9;34;13;0;4;1;2;0;0;2;1
19;1;0;19;71;0;252;72;101;14;0;4;10;1;0;0;1;1
17;2;3;17;69;0;302;43;80;14;0;0;5;3;0;0;3;1
3;1;0;3;0;0;21;1;6;4;0;3;0;2;0;0;1;1
4;1;0;4;1;0;11;0;2;2;0;0;0;2;0;0;0;1
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;1
0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;1
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;1
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;1
2;1;0;2;1;0;23;5;6;6;0;4;0;1;0;0;2;1
5;1;0;5;28;0;10;0;8;8;0;0;0;0;0;0;0;1
4;1;0;4;2;0;24;1;5;5;0;4;0;4;0;0;4;1
23;2;22;23;281;0;1554;48;51;26;0;7;8;11;0;0;14;1
4;2;0;4;0;0;20;5;4;4;0;1;1;1;0;0;2;1
6;1;0;6;0;0;97;32;27;9;0;4;2;3;0;0;1;1
16;2;4;16;65;0;244;50;66;15;0;4;4;7;0;0;6;1
4;1;0;4;4;0;25;0;6;5;0;0;1;0;0;0;3;1
1;3;0;1;0;0;10;0;2;2;0;1;0;1;0;0;1;1
4;1;0;4;0;0;24;7;5;5;0;4;0;3;0;0;3;1
17;2;0;17;54;0;653;139;256;13;0;2;11;6;0;0;6;1
6;2;0;6;0;0;5;0;1;1;0;1;0;0;0;0;0;1
0;1;0;0;0;0;18;0;4;4;0;0;0;3;0;0;3;1
20;4;6;20;14;0;539;38;24;8;0;2;4;19;0;0;9;1
2;1;0;2;0;0;8;8;4;1;0;1;0;0;0;0;0;1
7;2;0;7;3;0;47;26;14;3;0;1;2;0;0;0;0;1
0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
7;2;1;7;453;0;924;139;273;31;0;0;29;2;0;0;2;1
22;4;6;22;72;0;407;59;63;16;0;10;6;2;0;0;8;1
9;1;0;9;5;0;29;3;7;6;0;0;1;1;0;0;5;1
1;1;0;1;0;0;4;0;2;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;10;2;4;1;0;0;0;0;0;0;0;1
2;1;0;2;0;0;9;3;2;2;0;1;0;1;0;0;0;1
18;10;7;18;0;0;249;23;11;4;0;2;1;2;0;0;2;1
4;1;0;4;0;0;5;3;1;1;0;1;0;0;0;0;0;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
1;1;0;1;0;0;5;1;1;1;0;0;0;0;0;0;0;1
1;1;0;1;0;0;5;1;1;1;0;0;0;0;0;0;0;1
36;2;3;36;291;0;934;206;132;26;11;5;10;5;0;2;7;1
5;3;0;5;0;0;52;8;14;5;0;0;1;1;0;0;3;1
17;2;0;17;21;0;135;63;46;7;0;0;3;0;0;0;0;1
1;1;0;1;0;0;7;2;2;1;0;1;0;0;0;0;0;1
13;2;3;13;43;0;234;33;60;11;0;0;4;2;0;0;2;1
1;1;0;1;0;0;7;2;2;1;0;1;0;0;0;0;0;1
8;1;0;8;1;0;44;27;10;2;0;1;1;1;0;0;1;1
1;1;0;1;1;0;14;0;4;3;0;0;0;1;0;0;1;1
4;1;0;4;0;0;14;2;3;3;0;0;0;2;0;0;2;1
5;2;0;5;0;0;33;8;8;3;1;1;1;1;0;0;2;1
49;6;9;49;143;0;1927;115;67;23;0;5;9;22;0;0;22;1
0;1;0;0;0;0;7;0;1;1;0;0;0;1;0;0;0;1
22;3;4;22;153;0;1404;96;129;23;0;12;10;17;0;2;15;1
1;1;0;1;0;0;8;0;1;1;0;1;0;2;0;0;2;1
8;3;0;8;1;0;98;2;2;2;0;1;0;2;0;0;3;1
8;2;0;8;3;0;38;20;24;3;0;1;2;0;0;0;0;1
24;1;4;24;45;0;301;71;57;18;0;5;8;16;0;0;7;1
7;1;0;7;15;0;41;13;11;7;0;7;0;1;0;0;1;1
12;6;1;12;1;0;473;9;7;2;0;0;2;0;0;0;0;1
2;1;0;2;0;0;19;6;7;1;0;1;0;0;0;0;0;1
3;1;0;3;1;0;20;7;9;2;0;1;1;0;0;0;0;1
10;1;0;10;30;0;84;13;24;12;0;10;2;0;0;0;8;1
6;3;0;6;3;0;26;5;7;3;0;2;1;2;0;0;0;1
10;1;0;10;0;0;73;22;19;7;4;2;0;3;1;0;5;1
5;2;0;5;0;0;22;15;14;2;0;1;0;2;0;0;2;1
6;1;0;6;3;0;82;19;20;11;0;6;4;6;0;0;5;1
8;2;2;8;0;0;59;14;7;3;0;1;1;3;0;0;3;1
2;1;0;2;0;0;4;0;1;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;4;0;1;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;4;0;1;1;0;1;0;0;0;0;0;1
4;1;0;4;0;0;9;5;2;1;0;1;0;0;0;0;0;1
4;1;0;4;0;0;9;5;2;1;0;1;0;0;0;0;0;1
2;2;0;2;4;0;15;0;4;4;0;3;1;1;0;0;1;1
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
6;1;0;6;15;0;40;3;9;7;0;2;0;1;0;0;6;1
2;1;0;2;0;0;5;0;1;1;0;1;0;0;0;0;0;1
10;1;0;10;91;0;41;12;16;14;0;14;0;0;0;0;0;1
6;1;0;6;1;0;27;6;6;3;0;2;1;4;0;0;0;1
2;1;0;2;3;0;12;6;4;3;1;0;0;0;0;0;0;1
2;1;0;2;0;0;10;1;1;1;0;0;0;3;0;0;3;1
6;2;0;6;0;0;5;0;1;1;0;1;0;0;0;0;0;1
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;1
6;1;0;6;7;0;31;2;6;6;0;5;1;0;0;0;4;1
0;1;6;0;0;0;8;0;1;1;0;1;0;2;0;2;0;1
3;1;0;3;0;0;5;1;1;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;43;0;1;1;0;1;0;0;0;0;0;1
1;1;0;1;0;0;8;0;1;1;0;0;1;2;0;0;2;1
2;1;0;2;0;0;58;2;18;10;0;10;0;7;0;6;2;1
2;1;0;2;0;0;39;8;10;7;0;2;0;1;0;0;3;1
2;1;0;2;0;0;8;0;1;1;0;0;0;2;0;0;0;1
2;1;0;2;1;0;6;0;2;2;0;0;0;0;0;0;0;1
9;1;0;9;4;0;97;19;28;8;0;0;6;2;0;0;8;1
1;1;0;1;1;0;13;2;3;2;0;2;0;0;0;0;0;1
4;1;0;4;0;0;5;2;2;1;0;1;0;0;0;0;0;1
15;2;0;15;264;0;140;17;35;25;0;20;2;0;0;0;14;1
4;1;0;4;0;0;16;5;3;3;0;2;0;2;0;0;2;1
7;2;0;7;58;0;60;6;30;13;1;10;1;2;0;0;2;1
3;1;0;3;0;0;13;4;3;1;0;1;0;0;0;0;0;1
28;1;3;28;2988;0;2011;267;579;93;0;8;79;18;0;1;21;1
19;2;5;19;390;0;260;65;86;29;0;23;6;14;0;0;12;1
0;1;0;0;10;0;7;0;5;5;0;0;0;0;0;0;0;1
6;1;0;6;2;0;41;11;9;4;1;3;0;3;0;0;4;1
2;1;0;2;0;0;9;0;2;2;0;1;0;1;0;0;1;1
3;1;0;3;1;0;48;17;8;2;0;2;0;0;0;0;0;1
5;1;0;5;0;0;19;8;8;1;0;1;0;0;0;0;0;1
8;1;0;8;0;0;38;15;12;1;0;1;0;0;0;0;0;1
62;2;3;62;2955;0;1804;390;579;90;0;0;81;15;0;0;14;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
4;5;0;4;1;0;8;2;3;2;0;1;1;0;0;0;0;1
11;3;0;11;211;0;181;43;59;22;0;0;3;1;0;0;1;1
6;1;1;6;0;0;134;1;3;3;0;1;0;4;0;0;4;1
3;2;0;3;1;0;8;2;2;2;1;0;0;0;0;0;0;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
33;1;4;33;2503;0;2764;173;444;78;0;1;35;33;0;0;21;1
3;1;0;3;0;0;10;0;1;1;0;0;0;2;0;0;3;1
4;1;0;4;0;0;3;0;1;1;0;0;0;0;0;0;0;1
4;1;0;4;0;0;5;0;2;1;0;1;0;0;0;0;0;1
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;1
4;1;0;4;1;0;8;0;2;2;0;2;0;0;0;0;0;1
4;1;0;4;3;0;11;1;3;3;1;2;0;0;0;0;0;1
4;1;0;4;1;0;9;3;4;2;1;1;0;0;0;0;0;1
4;1;0;4;0;0;5;2;2;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;26;7;7;7;0;5;2;1;0;0;1;1
4;2;0;4;6;0;73;32;20;4;0;2;2;0;0;0;0;1
39;1;152;39;10481;6;720;125;262;147;1;129;1;3;1;0;7;1
14;2;0;14;26;0;51;21;16;8;1;6;0;0;0;0;0;1
13;1;50;13;590;0;558;74;107;41;0;29;8;5;0;0;12;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
14;1;0;14;0;0;46;13;2;1;0;0;0;21;0;0;21;1
2;1;0;2;0;0;8;0;1;1;0;1;0;0;0;0;0;1
0;1;0;0;2;0;16;0;4;4;0;2;0;2;0;0;2;1
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;1
19;2;28;19;587;0;524;55;107;42;1;33;2;2;0;0;4;1
1;1;0;1;0;0;10;0;1;1;0;1;0;3;0;0;0;1
10;2;0;10;41;0;129;31;41;14;2;1;3;8;4;0;7;1
2;2;0;2;3;0;12;3;3;3;0;0;0;1;0;0;1;1
46;1;0;46;883;0;1238;378;462;62;0;2;36;3;0;0;2;1
1;1;0;1;13;0;21;0;6;6;0;5;0;1;0;0;1;1
50;1;6;50;3011;0;1984;438;693;95;0;6;82;58;0;4;16;1
2;1;0;2;0;0;16;4;4;1;1;0;0;0;0;0;1;1
1;1;0;1;0;0;18;2;5;4;0;2;0;2;0;0;0;1
1;1;0;1;0;0;3;0;0;0;0;0;0;1;0;0;0;1
3;1;0;3;3;0;14;0;3;3;0;0;0;1;0;0;2;1
100;1;0;100;8001;0;1551;364;431;127;0;2;23;0;0;0;0;1
3;1;0;3;0;0;10;9;2;1;0;1;0;0;0;0;0;1
6;1;0;6;0;0;12;5;3;2;0;1;0;2;0;0;0;1
17;4;10;17;23;2;301;17;34;10;4;3;1;3;0;0;2;1
5;2;0;5;0;0;13;0;2;2;0;1;0;3;0;0;3;1
5;2;0;5;3;0;46;19;15;3;0;2;1;2;0;0;0;1
18;2;0;18;392;0;582;143;173;29;0;1;28;1;0;0;2;1
18;4;0;18;151;0;488;91;71;18;0;1;14;2;0;0;0;1
12;1;0;12;34;0;245;82;63;9;0;1;8;1;0;0;1;1
2;1;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;1
4;1;0;4;3;0;26;5;6;3;0;2;1;2;0;0;0;1
3;1;0;3;0;0;5;1;1;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;12;5;4;1;0;1;0;1;0;0;0;1
30;3;3;30;393;0;741;185;196;38;0;0;18;16;0;0;28;1
0;1;0;0;0;0;7;0;1;1;0;0;0;3;0;0;3;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
1;1;0;1;0;0;7;4;2;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;5;1;1;1;0;0;1;1;0;0;1;1
2;2;0;2;0;0;14;3;3;3;0;0;0;2;0;0;2;1
2;1;0;2;8;0;16;0;5;5;0;4;1;1;0;0;0;1
4;1;0;4;0;0;15;0;2;2;0;1;0;4;0;0;0;1
7;1;0;7;0;0;77;16;17;5;0;5;0;4;0;0;9;1
3;1;0;3;0;0;42;10;10;3;0;0;0;4;0;0;4;1
0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;3;0;1
43;7;0;43;23;0;375;66;42;11;1;0;6;8;0;0;116;1
3;1;0;3;0;0;15;1;2;2;0;0;1;4;0;0;4;1
6;1;0;6;34;0;43;2;9;9;0;0;0;1;0;0;6;1
10;1;0;10;151;0;324;87;93;19;0;2;15;4;0;0;4;1
4;1;0;4;6;0;8;0;4;4;0;4;0;0;0;0;0;1
5;2;0;5;0;0;28;14;7;3;0;2;0;1;0;0;1;1
8;2;0;8;3;0;62;30;25;3;0;0;0;0;0;0;0;1
2;1;0;2;0;0;11;5;2;1;0;0;0;3;0;0;0;1
17;2;3;17;1;0;442;102;146;23;0;2;18;22;0;0;5;1
8;1;0;8;32;0;52;5;9;9;0;0;2;2;0;0;10;1
3;2;0;3;1;0;8;2;2;2;1;1;0;0;0;0;0;1
6;2;0;6;0;0;5;0;1;1;0;1;0;0;0;0;0;1
5;1;56;5;8128;0;737;65;259;128;0;122;6;0;0;0;0;1
1;1;0;1;0;0;14;2;4;1;0;0;1;0;0;0;0;1
2;1;0;2;0;0;3;0;1;1;0;0;0;0;0;0;0;1
11;1;0;11;45;0;48;10;15;10;1;9;0;0;0;0;0;1
6;2;0;6;0;0;28;7;7;2;0;1;0;1;0;0;1;1
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
2;1;0;2;0;0;11;2;2;1;0;1;0;0;0;0;0;1
0;1;0;0;6;0;14;1;4;4;0;4;0;0;0;0;0;1
23;1;13;23;214;0;553;99;127;25;0;1;17;14;0;0;15;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
0;1;0;0;1;0;18;8;6;2;0;2;0;0;0;0;0;1
14;3;3;14;12;0;535;37;26;9;0;3;4;5;0;1;4;1
4;1;0;4;0;0;30;10;11;6;0;5;1;3;0;0;3;1
3;2;0;3;0;0;20;2;6;5;0;4;0;1;0;0;0;1
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
0;1;0;0;0;0;6;1;1;1;0;1;0;0;0;0;1;1
10;1;0;10;0;0;15;18;1;1;0;0;0;5;0;0;0;1
2;1;0;2;0;0;20;1;6;4;0;3;0;0;0;0;1;1
10;1;1;10;0;0;80;28;41;4;0;2;1;2;0;0;2;1
5;1;0;5;0;0;26;5;11;4;0;0;0;2;0;0;3;1
5;2;0;5;55;0;35;1;11;11;1;10;0;0;0;0;0;1
3;1;0;3;0;0;14;4;4;1;0;1;0;0;0;0;0;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2;2;0;2;0;0;16;3;4;3;0;1;0;1;0;0;2;1
5;1;0;5;9;0;25;4;6;6;0;4;1;3;0;0;3;1
3;1;0;3;0;0;11;5;2;2;0;1;0;2;0;0;0;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
3;1;0;3;1;0;26;2;2;2;0;1;0;1;0;0;1;1
3;1;0;3;10;0;18;0;5;5;0;4;0;1;0;0;1;1
4;2;0;4;0;0;28;12;8;5;0;0;1;3;0;0;3;1
7;2;0;7;3;0;37;5;7;3;0;3;0;2;0;0;2;1
6;2;0;6;1;0;9;4;4;2;0;1;0;0;0;0;0;1
0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
23;1;0;23;90;0;367;111;118;16;0;1;13;0;0;0;1;1
6;2;1;6;36;0;209;48;66;9;0;0;5;0;0;0;0;1
5;1;0;5;10;0;13;1;5;5;0;2;0;0;0;0;0;1
33;7;358;33;42460;8;2196;161;752;344;0;315;20;33;0;29;14;1
0;1;0;0;0;0;9;1;2;2;0;1;0;1;0;0;0;1
22;2;405;22;1577;0;942;104;198;67;0;31;34;7;0;0;15;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
5;1;0;5;0;0;32;6;10;6;0;4;1;1;0;0;1;1
1;2;0;1;4;0;15;1;4;4;0;3;1;1;0;0;1;1
4;2;0;4;45;0;32;0;10;10;0;10;0;0;0;0;0;1
22;2;4;22;0;0;502;20;11;4;0;2;1;15;0;0;15;1
4;1;0;4;10;0;11;0;5;5;0;3;0;0;0;0;0;1
35;5;57;35;2911;1;936;212;266;83;0;58;13;7;0;0;16;1
134;4;239;134;25760;0;2625;545;642;249;12;117;42;29;1;2;73;1
3;1;0;3;0;0;5;2;3;1;0;1;0;0;0;0;0;1
15;5;4;15;756;0;729;92;255;41;0;5;28;6;0;0;11;1
16;1;6;16;1221;1;1919;216;592;58;7;1;36;14;0;0;14;1
13;1;0;13;12;0;189;44;45;8;0;0;6;4;0;0;6;1
4;1;0;4;0;0;17;7;3;2;0;0;0;2;0;0;2;1
0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
4;2;0;4;0;0;21;4;5;3;0;1;0;2;0;0;2;1
2;1;0;2;1;0;4;0;2;2;0;0;0;0;0;0;0;1
9;2;0;9;0;0;58;19;15;3;0;2;0;3;0;0;3;1
1;1;0;1;0;0;5;2;1;1;0;1;0;0;0;0;0;1
2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;1
10;3;2;10;0;0;149;23;30;16;0;15;1;4;0;0;4;1
11;1;3;11;568;0;419;75;127;41;23;3;12;15;0;0;20;1
15;3;1;15;55;0;165;28;44;11;0;4;7;0;0;0;0;1
17;2;4;17;64;0;246;30;60;17;0;8;5;4;0;0;4;1
22;4;1;22;75;0;196;58;52;14;2;3;9;2;0;0;7;1
1;1;0;1;1;0;4;0;2;2;0;0;0;0;0;0;0;1
8;1;2;8;15;0;46;13;11;7;0;4;3;0;0;0;1;1
