index;cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
1806;21;1;0;21;44;0;409;125;169;13;0;5;4;0;0;0;2;1
1807;8;1;3;8;0;0;114;29;18;4;0;2;2;3;0;0;3;0
1808;4;1;6;4;0;0;22;4;7;5;0;5;0;2;0;0;2;0
1809;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1810;1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1811;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1812;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1813;6;1;0;6;22;0;50;12;12;12;0;12;0;3;0;0;4;0
1814;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1815;0;1;45;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
1816;1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1817;2;1;0;2;1;0;14;3;2;2;0;0;0;0;0;0;0;0
1818;1;1;0;1;3;0;11;2;5;3;0;3;0;0;0;0;0;0
1819;12;4;6;12;22;0;90;31;25;8;0;3;0;2;0;0;3;1
1820;9;2;0;9;105;0;56;8;15;15;2;13;0;0;0;0;0;0
1821;0;1;1;0;0;0;4;0;1;1;0;1;0;0;0;0;0;0
1822;2;1;0;2;1;0;12;3;2;2;0;0;0;0;0;0;0;0
1823;15;2;0;15;5718;0;509;10;108;108;2;106;0;0;0;0;2;0
1824;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1825;1;1;0;1;1;0;7;0;2;2;0;2;0;0;0;0;0;0
1826;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1827;1;1;0;1;1;0;7;0;2;2;0;2;0;0;0;0;0;0
1828;15;2;1;15;139;0;125;22;18;18;1;15;2;3;0;0;3;0
1829;6;1;0;6;1;0;55;10;3;2;0;0;1;2;0;0;2;0
1830;5;2;0;5;0;0;26;7;7;1;0;1;0;0;0;0;0;1
1831;8;1;2;8;16;0;78;50;27;8;0;3;5;3;0;0;2;0
1832;7;1;21;7;0;0;177;35;55;22;0;11;4;4;0;0;4;0
1833;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1834;1;1;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;1
1835;16;2;1;16;2197;0;370;60;72;67;2;62;3;1;0;0;2;0
1836;10;2;1;10;2395;0;522;13;71;71;1;68;2;0;0;0;1;0
1837;2;2;0;2;0;0;21;0;7;5;0;3;0;1;0;0;1;0
1838;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1839;10;2;1;10;40;0;68;9;13;12;1;9;2;1;0;0;2;0
1840;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1841;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1842;20;3;4;20;9;0;383;20;19;6;0;3;3;17;0;0;9;0
1843;25;1;2;25;300;0;705;52;175;168;0;162;6;4;0;0;3;0
1844;1;1;0;1;0;0;6;1;1;1;0;1;0;0;0;0;0;0
1845;9;2;1;9;300;0;162;10;25;25;2;19;4;0;0;0;0;0
1846;5;2;0;5;1;0;17;5;4;2;1;1;0;1;0;0;1;0
1847;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1848;3;1;0;3;1;0;11;5;4;2;0;2;0;0;0;0;0;0
1849;1;1;0;1;1;0;8;1;3;2;0;2;0;0;0;0;0;0
1850;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1851;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1852;6;1;1;6;36;0;63;8;9;9;0;8;1;0;0;0;0;0
1853;7;1;0;7;0;0;13;2;2;2;0;1;1;1;0;0;1;0
1854;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1855;1;1;1;2;1;0;16;5;8;2;0;0;1;0;0;0;0;0
1856;2;1;0;2;3;0;11;2;4;3;0;3;0;0;0;0;0;0
1857;5;1;2;16;3;0;9;0;3;3;0;3;0;0;0;0;0;0
1858;3;2;3;3;0;0;7;0;1;1;0;1;0;1;0;1;0;0
1859;0;1;0;0;0;0;7;1;1;1;0;1;0;0;0;0;0;0
1860;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1861;2;1;12;2;0;0;13;5;3;2;0;1;0;1;0;0;1;0
1862;11;1;1;11;385;0;205;40;35;35;0;24;11;1;0;0;1;0
1863;12;1;0;12;15;0;19;15;6;6;1;0;0;0;0;0;0;0
1864;2;1;0;2;0;0;10;0;1;1;0;0;0;0;0;0;0;0
1865;9;2;1;9;3;0;100;24;39;6;0;3;3;2;0;0;3;0
1866;3;1;0;3;0;0;3;0;1;1;0;0;0;0;0;0;0;1
1867;3;1;0;3;6;0;24;2;8;4;0;4;0;0;0;0;0;0
1868;6;1;1;6;120;0;110;19;17;16;0;15;1;0;0;0;0;0
1869;5;1;0;5;36;0;29;4;9;9;0;9;0;0;0;0;0;0
1870;5;1;0;5;21;0;23;2;7;7;0;7;0;0;0;0;0;0
1871;4;1;0;4;36;0;29;5;9;9;0;9;0;0;0;0;0;0
1872;7;2;1;7;231;0;99;13;22;22;0;22;0;0;0;0;0;0
1873;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1874;2;1;0;2;3;0;11;0;3;3;0;3;0;0;0;0;0;0
1875;2;1;0;2;10;0;18;1;5;5;0;5;0;0;0;0;0;0
1876;6;2;0;6;0;0;14;12;1;1;0;1;0;0;0;0;0;0
1877;1;1;0;1;1;0;8;2;4;2;0;2;0;0;0;0;0;0
1878;4;1;0;4;21;0;24;1;7;7;0;7;0;0;0;0;0;0
1879;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1880;3;1;0;3;3;0;11;0;3;3;0;3;0;0;0;0;0;0
1881;2;1;0;2;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1882;2;1;0;2;1;0;6;0;2;2;0;0;0;0;0;0;0;0
1883;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1884;1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1885;10;2;0;10;4;0;103;60;34;5;0;1;3;1;0;0;1;0
1886;1;1;0;1;6;0;6;0;4;4;0;0;0;0;0;0;0;1
1887;3;1;0;3;6;0;34;11;9;5;0;1;0;3;0;0;3;0
1888;1;1;0;1;1;0;8;2;3;2;0;2;0;0;0;0;0;0
1889;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1890;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1891;13;2;0;13;0;0;55;20;11;8;3;5;0;4;0;0;5;0
1892;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1893;1;1;0;1;1;0;8;2;2;2;0;2;0;0;0;0;0;0
1894;3;2;3;3;0;0;7;0;1;1;0;1;0;1;0;1;0;0
1895;1;1;0;1;1;0;7;2;2;2;0;0;1;0;0;0;0;0
1896;3;1;0;3;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1897;18;1;1;18;1639;0;447;65;73;59;0;41;18;0;0;0;1;0
1898;2;1;0;2;0;0;20;3;7;4;0;1;1;2;0;0;1;0
1899;8;1;0;8;0;0;55;9;8;6;0;6;0;6;0;0;7;0
1900;6;2;0;6;0;0;44;19;9;4;0;1;0;1;0;0;0;0
1901;10;2;1;10;13;0;83;26;30;7;0;2;4;3;0;0;3;0
1902;4;1;0;4;0;0;19;6;6;5;0;5;0;1;0;0;0;1
1903;11;1;4;11;6;0;159;54;38;13;0;2;7;8;0;0;9;0
1904;19;2;1;19;3403;0;432;57;83;83;3;75;5;0;0;0;0;0
1905;6;2;0;6;0;0;16;9;9;1;0;1;0;0;0;0;0;0
1906;3;1;0;3;3;0;16;5;6;3;0;2;0;0;0;0;0;0
1907;2;1;0;2;3;0;9;1;3;3;1;2;0;0;0;0;0;0
1908;0;1;0;0;0;0;5;0;1;1;0;0;0;1;0;1;0;0
1909;1;1;1;1;0;0;122;3;5;3;0;2;1;2;0;2;1;0
1910;3;1;0;3;6;0;15;5;4;4;0;4;0;0;0;0;0;0
1911;15;2;0;15;12549;0;570;54;159;159;2;157;0;0;0;0;1;0
1912;2;1;0;2;3;0;9;1;3;3;1;2;0;0;0;0;0;0
1913;2;1;0;2;1;0;13;4;8;2;0;2;0;0;0;0;0;0
1914;2;1;0;2;1;0;13;4;8;2;0;2;0;0;0;0;0;0
1915;3;1;3;3;6;0;113;15;24;4;0;1;2;1;0;0;1;0
1916;2;1;0;2;1;0;14;8;4;2;0;2;0;0;0;0;0;0
1917;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
1918;8;2;0;8;10;0;28;8;5;5;2;3;0;0;0;0;0;0
1919;1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1920;2;1;0;2;1;0;9;1;2;2;0;2;0;0;0;0;0;0
1921;13;3;2;13;46;0;387;63;35;13;0;3;10;7;0;0;7;0
1922;11;1;0;11;44;0;70;4;13;12;0;12;0;1;0;0;10;1
1923;12;3;3;12;39;0;149;45;42;10;0;2;7;13;0;0;2;0
1924;7;1;9;7;0;0;37;2;3;3;0;2;0;13;0;13;0;0
1925;11;2;1;11;0;0;59;26;11;3;0;3;0;3;0;0;2;0
1926;8;1;0;8;66;0;43;11;12;12;1;10;1;1;0;1;0;0
1927;2;1;0;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1928;0;1;0;0;0;0;10;1;1;1;0;0;0;0;0;0;0;0
1929;5;1;0;5;21;0;9;0;7;7;0;0;0;0;0;0;0;0
1930;4;1;0;4;2;0;21;3;8;4;0;0;0;2;0;0;0;0
1931;0;1;0;0;0;0;71;0;1;1;0;0;1;67;0;67;0;0
1932;8;1;1;8;364;0;287;80;31;29;0;26;3;0;0;1;0;0
1933;1;1;0;1;4;0;14;1;4;4;0;3;1;1;0;0;1;0
1934;2;1;0;2;10;0;7;0;5;5;0;0;0;0;0;0;0;1
1935;10;2;1;10;24;0;35;14;9;9;2;5;2;1;0;0;1;0
1936;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1937;8;1;0;8;0;0;157;43;43;9;0;1;1;3;0;0;0;0
1938;8;2;0;8;630;0;140;7;36;36;3;33;0;0;0;0;0;0
1939;15;2;3;15;0;0;306;87;76;66;1;61;4;1;0;0;2;0
1940;6;2;0;6;1;0;8;0;2;2;1;0;0;0;0;0;0;0
1941;4;1;0;4;1;0;4;0;2;2;0;2;0;0;0;0;0;0
1942;0;1;0;0;0;0;6;0;1;1;0;0;1;2;0;0;0;1
1943;4;1;0;4;3;0;56;25;12;3;0;1;1;2;0;0;1;0
1944;3;1;0;3;6;0;36;0;9;9;0;8;1;3;0;0;4;0
1945;4;1;0;4;10;0;9;3;5;5;0;4;0;0;0;0;0;0
1946;3;2;0;3;0;0;39;12;10;10;2;7;0;2;0;0;0;0
1947;1;1;0;1;0;0;8;0;1;1;0;0;1;2;0;0;2;0
1948;3;1;0;3;0;0;4;0;1;1;0;1;0;0;0;0;0;1
1949;3;1;0;3;0;0;23;7;6;6;0;6;0;1;0;0;1;0
1950;10;2;0;10;13;0;86;24;26;10;0;4;0;3;0;0;0;0
1951;3;1;4;3;3;0;302;4;7;3;0;2;1;0;0;0;0;0
1952;4;2;0;4;0;0;24;14;6;5;0;0;1;4;0;0;4;1
1953;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1954;1;1;0;1;3;0;11;2;5;3;0;3;0;0;0;0;0;0
1955;1;1;0;1;3;0;11;1;5;3;0;3;0;0;0;0;0;0
1956;1;1;0;1;3;0;11;2;3;3;0;3;0;0;0;0;0;0
1957;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1958;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1959;1;1;0;1;1;0;13;1;3;2;0;2;0;0;0;0;0;0
1960;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1961;9;1;0;9;19;0;111;50;37;7;0;2;4;1;0;0;0;0
1962;7;2;1;7;2;0;141;31;51;5;0;1;0;7;0;0;5;0
1963;5;1;4;5;211;0;364;18;117;22;1;2;10;6;0;0;16;0
1964;9;2;0;9;43;0;46;11;11;11;2;9;0;1;0;0;2;0
1965;6;2;0;6;1;0;12;0;3;3;0;2;0;0;1;0;0;0
1966;1;1;0;1;3;0;11;2;3;3;0;3;0;0;0;0;0;0
1967;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1968;3;2;0;3;0;0;22;5;10;2;0;1;0;0;0;0;1;0
1969;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1970;3;3;0;3;0;0;8;3;5;1;0;0;0;0;0;0;0;0
1971;10;1;1;10;279;0;159;39;27;27;0;21;6;1;0;0;1;0
1972;3;1;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1973;0;1;0;0;0;0;8;0;1;1;0;0;1;2;0;0;1;1
1974;9;1;0;9;16;0;90;31;38;8;0;5;3;2;0;0;1;0
1975;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1976;0;1;1;0;3;0;11;2;3;3;0;2;1;0;0;0;0;0
1977;6;1;0;6;21;0;126;26;18;7;0;7;0;1;0;0;0;0
1978;15;2;0;15;0;0;205;44;62;15;0;2;12;12;0;0;12;1
1979;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1980;8;2;0;8;66;0;40;6;12;12;1;11;0;0;0;0;0;0
1981;14;1;17;14;179;0;140;43;67;26;0;10;3;5;0;0;5;0
1982;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1983;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1984;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1985;1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
1986;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1987;1;1;0;1;0;0;5;1;2;1;0;1;0;0;0;0;0;0
1988;6;1;1;6;0;0;24;10;4;4;0;4;0;1;0;0;3;0
1989;1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1990;6;1;6;6;0;0;38;2;13;8;0;2;1;5;0;0;2;0
1991;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1992;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1993;3;1;3;3;3;0;13;7;3;3;0;0;1;0;0;0;0;0
1994;1;1;0;1;1;0;15;2;3;2;0;2;0;0;0;0;0;0
1995;10;2;1;10;93;0;365;23;68;67;2;59;6;1;0;0;5;0
1996;2;1;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;1
1997;7;2;1;7;0;0;32;8;6;5;0;5;0;2;0;0;3;0
1998;7;7;3;7;13;0;27;3;8;7;0;4;0;1;0;0;2;0
1999;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
2000;1;1;0;1;1;0;8;1;3;2;0;2;0;0;0;0;0;0
2001;30;1;3;34;66;0;254;122;66;16;0;1;12;12;0;0;13;0
2002;3;1;0;3;17;0;185;6;35;7;0;0;6;2;0;0;2;0
2003;2;2;3;2;0;0;9;0;1;1;0;1;0;2;0;2;0;0
2004;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
2005;14;2;0;14;2;0;57;24;16;4;1;1;1;4;0;0;4;0
2006;11;1;1;11;0;0;123;29;11;9;0;7;2;3;0;0;4;0
2007;2;1;0;2;0;0;19;6;4;2;0;2;0;2;0;0;2;0
2008;6;2;0;6;3;0;14;5;3;3;0;2;0;2;0;0;2;0
2009;8;2;0;8;575;0;380;13;50;50;1;49;0;1;0;0;2;0
2010;11;1;0;11;300;0;82;6;37;25;0;25;0;0;0;0;0;0
2011;1;1;0;1;0;0;12;0;1;1;0;0;0;0;0;0;0;1
2012;9;2;1;9;1647;0;226;14;58;58;2;54;2;2;0;0;2;0
2013;8;2;0;8;3;0;48;32;13;3;0;1;2;0;0;0;0;0
2014;4;1;0;4;3;0;54;13;13;7;0;5;1;6;0;0;6;1
2015;2;1;0;2;0;0;9;1;2;2;0;1;1;1;0;0;1;1
2016;1;1;2;1;3;0;336;4;105;3;0;2;1;0;0;0;0;1
2017;6;1;0;6;17;0;37;6;12;7;0;1;1;4;0;0;1;0
2018;9;1;2;9;39;0;72;26;19;11;0;7;4;3;0;1;7;0
2019;4;1;0;4;0;0;25;6;8;6;0;5;0;2;0;0;2;1
2020;6;1;0;6;0;0;12;2;3;3;0;3;0;1;0;0;1;0
2021;4;1;0;4;0;0;35;8;11;4;0;0;0;1;0;0;0;0
2022;4;2;1;4;36;0;217;52;66;9;0;0;7;0;0;0;0;0
2023;11;1;2;11;0;0;115;57;19;10;0;4;6;7;0;0;6;0
2024;3;2;1;3;21;0;100;30;35;7;0;0;6;0;0;0;0;0
2025;17;1;0;17;22;0;152;86;29;9;0;3;6;5;0;0;6;0
2026;5;3;7;5;54;4;225;37;66;12;0;3;3;4;0;1;2;0
2027;1;1;2;4;3;0;15;2;4;3;0;0;0;0;0;0;0;0
2028;10;1;2;10;9;0;59;22;12;6;0;4;2;4;0;0;4;0
2029;4;1;8;4;0;0;44;2;4;4;0;2;1;1;0;0;1;0
2030;3;1;0;3;1;0;14;2;4;2;0;1;1;1;0;0;0;0
2031;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2032;2;1;0;2;0;0;5;0;1;1;0;1;0;0;0;0;0;0
2033;16;2;1;16;9864;0;686;74;156;141;3;133;5;1;0;0;1;0
2034;16;1;0;16;2119;0;707;96;247;71;0;6;21;2;0;0;16;1
2035;9;2;1;9;3376;0;388;10;85;84;1;81;2;0;0;0;1;0
2036;8;1;17;8;91;0;73;4;14;14;0;10;0;3;0;2;0;0
2037;4;2;3;4;0;0;13;0;1;1;0;1;0;4;0;4;0;0
2038;10;2;1;10;1891;0;197;6;62;62;1;60;1;0;0;0;0;0
2039;5;1;1;5;0;0;59;3;2;2;0;0;2;2;0;0;1;0
2040;14;1;1;14;62;0;263;91;76;16;0;1;14;1;0;0;2;0
2041;44;2;103;44;51667;0;4133;429;1758;322;0;132;18;23;0;0;17;1
2042;2;1;5;2;0;0;14;0;3;3;0;3;0;2;0;0;2;0
2043;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2044;7;2;0;7;15;0;40;3;6;6;1;5;0;0;0;0;0;0
2045;8;1;1;8;11;0;29;9;8;6;0;0;1;2;0;2;0;0
2046;12;6;2;12;28;0;274;34;29;9;0;4;5;10;0;0;2;0
2047;8;1;30;8;120;0;110;34;22;16;0;15;0;0;0;0;0;0
2048;4;1;0;4;1;0;4;0;2;2;0;2;0;0;0;0;0;0
2049;68;5;245;68;5502;226;1178;216;282;128;107;6;15;13;4;2;47;0
2050;12;2;1;12;2258;0;287;52;68;68;1;63;4;0;0;0;1;0
2051;3;2;3;3;0;0;11;0;1;1;0;1;0;3;0;3;0;0
2052;4;2;0;4;6;0;14;3;6;4;0;0;0;0;0;0;0;0
2053;8;2;0;8;1;0;43;17;19;3;0;1;1;1;0;0;1;1
2054;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2055;8;2;1;8;253;0;97;7;23;23;0;21;2;0;0;0;0;0
2056;8;2;0;8;21;0;29;7;7;7;2;5;0;0;0;0;0;0
2057;5;2;1;5;0;0;27;1;2;2;0;1;0;1;0;0;1;0
2058;8;1;0;8;9;0;69;20;13;7;0;0;2;2;0;0;0;0
2059;3;1;0;3;0;0;23;6;6;6;0;6;0;1;0;0;1;0
2060;6;2;0;6;1;0;17;10;3;2;0;1;0;0;0;0;0;1
2061;1;1;0;1;0;0;4;0;1;1;0;1;0;0;0;0;0;0
2062;1;1;0;1;0;0;8;0;1;1;0;0;0;2;0;0;0;0
2063;8;1;0;8;1;0;61;24;21;3;0;1;1;1;0;0;1;0
2064;0;1;0;0;0;0;3;0;1;1;0;1;0;0;0;0;0;0
2065;5;2;0;5;0;0;34;21;16;1;0;0;0;0;0;0;0;0
2066;3;2;0;3;1;0;15;3;4;2;0;2;0;2;0;0;0;1
2067;6;1;0;6;0;0;27;9;9;5;0;0;1;3;0;0;3;0
2068;3;1;8;3;6;0;6;0;4;4;0;1;0;0;0;0;0;0
2069;0;1;0;0;0;0;7;0;1;1;0;0;0;2;0;0;2;0
2070;27;2;1;27;312321;0;3078;204;800;791;0;771;20;2;0;0;8;0
2071;10;2;1;10;490;0;657;113;201;32;0;1;24;2;0;0;2;0
2072;9;2;0;9;0;0;77;21;25;4;0;1;1;1;0;0;1;0
2073;8;1;1;8;6;0;25;8;4;4;0;2;2;0;0;0;0;0
2074;1;1;0;1;0;0;4;0;1;1;0;1;0;0;0;0;0;0
2075;3;1;0;3;0;0;18;2;4;3;0;2;0;2;0;0;0;1
2076;11;2;8;11;89;0;214;40;44;15;0;7;7;3;0;0;5;1
2077;8;3;1;8;78;0;51;7;18;13;0;11;0;0;0;0;0;0
2078;17;3;1;17;0;0;1161;17;3;2;0;1;0;14;0;0;14;0
2079;0;1;2;0;1;0;7;1;2;2;0;0;1;0;0;0;0;0
2080;5;1;0;5;15;0;49;8;17;10;0;8;2;0;0;0;1;1
2081;7;1;0;7;0;0;59;16;8;4;0;0;3;4;0;0;5;0
2082;15;1;1;15;2;0;35;31;5;5;0;4;1;3;0;0;5;0
2083;0;1;0;0;1;0;7;0;2;2;0;1;1;0;0;0;0;0
2084;8;1;0;8;8;0;32;16;13;5;0;4;0;2;0;0;2;1
2085;7;2;0;7;703;0;119;4;38;38;2;36;0;0;0;0;0;0
2086;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2087;5;2;0;5;0;0;18;7;7;2;0;1;0;1;0;0;1;0
2088;3;1;0;3;1;0;31;8;11;3;0;0;0;1;0;0;0;0
2089;1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2090;2;1;131;2;19;0;38;5;10;10;0;8;1;4;0;3;1;0
2091;7;1;10;7;27;0;43;8;13;10;0;1;0;3;0;0;5;0
2092;24;3;1;24;1499124;0;5584;148;1736;1733;0;1726;7;7;0;0;7;0
2093;1;1;0;1;0;0;4;0;1;1;0;1;0;0;0;0;0;0
2094;4;1;0;4;10;0;7;0;5;5;0;2;0;0;0;0;0;0
2095;5;2;0;5;0;0;21;6;6;3;0;3;0;1;0;0;0;0
2096;4;1;0;4;0;0;14;11;1;1;0;1;0;0;0;0;0;0
2097;0;1;0;0;0;0;8;0;1;1;0;1;0;2;0;2;0;0
2098;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2099;8;2;3;8;9;0;177;46;14;7;0;2;4;5;0;0;5;0
2100;12;1;0;12;4;0;209;49;68;5;0;0;4;0;0;0;3;0
2101;11;2;1;11;0;0;99;18;16;15;1;13;1;0;0;0;1;0
2102;2;1;0;2;36;0;11;0;9;9;0;0;0;0;0;0;0;0
2103;0;1;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;1
2104;86;1;89;86;3965;83;314;1;108;90;1;89;0;2;0;2;0;0
2105;3;1;0;3;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2106;4;2;0;4;0;0;10;7;5;1;0;1;0;0;0;0;0;1
2107;4;1;1;4;0;0;15;2;6;3;0;3;0;2;0;0;2;0
2108;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
2109;1;1;0;1;0;0;5;2;1;1;0;1;0;0;0;0;0;0
2110;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2111;29;2;1;29;966;0;449;111;105;48;0;32;16;7;0;0;31;0
2112;1;1;0;1;0;0;13;1;5;1;0;1;0;0;0;0;0;0
2113;2;2;3;2;0;0;9;0;1;1;0;1;0;2;0;2;0;0
2114;7;1;0;7;2;0;34;4;7;4;0;2;0;5;0;0;0;0
2115;1;1;0;1;0;0;11;5;5;1;0;1;0;0;0;0;0;0
2116;2;1;0;2;1;0;6;0;2;2;0;2;0;0;0;0;0;0
2117;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
2118;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2119;2;2;0;2;1;0;12;2;3;2;0;1;0;0;0;0;0;0
2120;8;1;5;8;0;0;42;5;5;4;0;3;0;2;0;0;4;0
2121;6;1;0;6;1;0;17;7;5;3;0;2;0;2;0;0;0;1
2122;12;2;2;12;5;0;125;54;25;7;0;2;4;4;0;0;4;0
2123;0;1;0;0;6;0;62;0;4;4;0;0;0;0;0;0;0;0
2124;6;1;1;6;28;0;52;21;8;8;0;7;1;0;0;0;0;0
2125;5;1;0;5;0;0;19;11;3;3;0;1;0;1;0;0;1;0
2126;0;1;0;0;0;0;8;0;2;2;0;1;1;1;0;0;1;0
2127;7;2;0;7;0;0;24;10;8;1;0;1;0;0;0;0;0;0
2128;9;2;0;9;1633;0;289;9;59;59;2;57;0;1;0;0;3;0
2129;8;1;0;8;4;0;33;27;8;4;0;1;1;3;0;0;0;0
2130;4;1;0;4;1;0;4;0;2;2;0;0;0;0;0;0;0;0
2131;1;1;0;1;0;0;8;0;1;1;0;0;0;2;0;0;0;0
2132;4;2;3;4;1;2;13;5;4;2;0;1;0;0;0;0;0;0
2133;0;1;0;0;0;0;8;0;2;2;0;1;1;1;0;0;1;0
2134;11;1;0;11;15;0;197;49;61;11;0;4;7;3;0;0;10;1
2135;5;2;0;5;0;0;34;15;15;1;0;1;0;0;0;0;0;0
2136;2;2;0;2;6;0;14;1;4;4;0;4;0;0;0;0;0;0
2137;4;1;0;4;23;0;68;22;13;11;0;0;1;2;0;0;5;0
2138;2;2;0;2;0;0;13;7;4;1;0;1;0;0;0;0;0;0
2139;33;3;0;33;6;0;25;13;4;4;3;0;0;5;0;0;5;0
2140;3;1;0;3;0;0;27;6;9;3;0;2;1;0;0;0;0;0
2141;5;1;0;5;0;0;44;16;18;1;0;1;0;0;0;0;0;0
2142;6;3;0;6;2145;0;200;14;66;66;0;66;0;0;0;0;0;0
2143;14;1;1;14;0;0;94;33;18;2;0;2;0;3;0;0;3;0
2144;9;2;0;9;0;0;40;22;5;5;0;5;0;0;0;0;1;0
2145;7;1;0;7;4;0;33;11;8;4;0;4;0;1;0;0;2;0
2146;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2147;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2148;0;1;10;0;3;0;5;0;3;3;0;0;0;0;0;0;0;0
2149;24;1;7;24;583;0;310;81;89;38;0;23;14;5;0;0;9;0
2150;13;1;1;13;153;0;276;49;21;18;0;15;3;0;0;0;0;0
2151;8;1;0;8;0;0;39;13;13;7;0;7;0;3;0;1;2;0
2152;7;2;0;7;0;0;22;7;6;2;1;0;0;1;0;0;1;0
2153;10;1;0;10;53;0;48;5;11;11;0;7;1;0;0;0;4;1
2154;0;1;0;0;0;0;4;0;2;1;0;1;0;0;0;0;0;0
2155;10;2;1;10;4095;0;385;10;91;91;1;89;1;1;0;0;1;0
2156;7;2;0;7;21;0;114;44;36;7;0;1;6;0;0;0;0;0
2157;0;1;0;0;1;0;4;0;2;2;0;2;0;0;0;0;0;0
2158;1;1;0;1;0;0;12;0;1;1;0;1;0;4;0;0;0;0
2159;6;3;0;6;3;0;30;12;10;3;0;2;1;2;0;0;0;1
2160;5;3;0;5;3;0;27;9;8;3;0;2;1;2;0;0;0;1
