file;class;type;cbo;cboModified;fanin;fanout;wmc;dit;noc;rfc;lcom;lcom*;tcc;lcc;totalMethodsQty;staticMethodsQty;publicMethodsQty;privateMethodsQty;protectedMethodsQty;defaultMethodsQty;visibleMethodsQty;abstractMethodsQty;finalMethodsQty;synchronizedMethodsQty;totalFieldsQty;staticFieldsQty;publicFieldsQty;privateFieldsQty;protectedFieldsQty;defaultFieldsQty;finalFieldsQty;synchronizedFieldsQty;nosi;loc;returnQty;loopQty;comparisonsQty;tryCatchQty;parenthesizedExpsQty;stringLiteralsQty;numbersQty;assignmentsQty;mathOperationsQty;variablesQty;maxNestedBlocksQty;anonymousClassesQty;innerClassesQty;lambdasQty;uniqueWordsQty;modifiers;logStatementsQty
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\labels\CategoryItemLabelGenerator.java;org.jfree.chart.labels.CategoryItemLabelGenerator;interface;1;4;3;1;3;1;0;0;3;0.0;0.0;0.0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\swing\editor\DefaultTitleEditor.java;org.jfree.chart.swing.editor.DefaultTitleEditor;class;8;10;2;8;21;5;0;41;15;0.73333335;0.32142857;0.75;10;0;8;2;0;0;8;0;0;0;9;1;0;8;1;0;6;0;6;114;3;0;6;0;4;18;5;26;1;23;2;0;0;0;139;0;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\data\KeyedValueComparator.java;org.jfree.data.KeyedValueComparator;class;3;4;1;3;18;1;0;6;0;0.25;0.8333333;1.0;4;0;4;0;0;0;4;0;0;0;2;0;0;2;0;0;0;0;0;77;7;0;6;0;0;5;10;14;0;7;3;0;0;0;65;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java;org.jfree.chart.renderer.xy.StackedXYAreaRenderer$StackedXYAreaRendererState;innerclass;2;2;0;2;8;3;0;0;8;0.65625;0.35714287;1.0;8;0;8;0;0;0;8;0;0;0;4;0;0;4;0;0;0;0;0;34;4;0;0;0;0;0;0;7;0;4;0;0;0;0;44;8;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\plot\FastScatterPlotTest.java;org.jfree.chart.plot.FastScatterPlotTest;class;8;9;1;8;8;1;0;21;15;0.0;0.0;0.0;6;0;5;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;115;1;1;0;1;0;5;61;35;3;23;1;0;0;0;86;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\renderer\category\IntervalBarRendererTest.java;org.jfree.chart.renderer.category.IntervalBarRendererTest;class;12;12;0;12;8;1;0;16;21;0.0;0.0;0.0;7;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;64;0;0;0;1;0;3;37;23;0;22;1;0;0;0;94;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java;org.jfree.chart.plot.dial.StandardDialFrame;class;10;11;1;10;24;2;0;26;0;0.63529414;0.45714286;0.74285716;17;0;15;2;0;0;15;0;0;0;5;1;0;4;0;1;1;0;16;114;15;0;2;0;3;4;12;25;11;14;1;0;0;0;153;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\category\GanttRenderer.java;org.jfree.chart.renderer.category.GanttRenderer;class;19;21;2;19;59;5;0;56;52;0.75;0.23076923;0.4945055;16;0;12;2;2;0;14;0;0;0;5;1;0;5;0;0;1;0;2;256;16;1;29;0;15;2;12;85;57;58;3;0;0;0;211;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java;org.jfree.chart.renderer.category.StackedBarRenderer;class;21;24;3;21;46;4;1;44;6;0.6666667;0.41666666;0.41666666;9;0;8;0;1;0;9;0;0;0;2;1;0;1;0;1;1;0;7;169;11;1;17;0;8;0;18;49;13;34;3;0;0;0;203;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java;org.jfree.chart.plot.SeriesRenderingOrder;enum;0;1;1;0;0;1;0;0;0;0.0;-1.0;-1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\event\AnnotationChangeEvent.java;org.jfree.chart.event.AnnotationChangeEvent;class;3;7;4;3;2;2;0;1;0;0.0;1.0;1.0;2;0;2;0;0;0;2;0;0;0;1;0;0;1;0;0;1;0;1;11;1;0;0;0;0;1;0;1;0;1;0;0;0;0;31;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\urls\StandardXYZURLGenerator.java;org.jfree.chart.urls.StandardXYZURLGenerator;class;3;3;0;3;1;2;0;1;0;0.0;NaN;NaN;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\labels\BubbleXYItemLabelGeneratorTest.java;org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest;class;6;6;0;6;6;1;0;11;15;0.0;0.0;0.0;6;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;87;0;0;0;0;0;17;8;44;0;26;0;0;0;0;71;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\util\ExportUtils.java;org.jfree.chart.util.ExportUtils;class;2;3;1;2;15;1;0;13;15;0.0;0.0;0.0;6;6;6;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;10;86;2;0;2;7;2;19;4;28;0;25;2;0;0;0;115;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\axis\CategoryLabelWidthTypeTest.java;org.jfree.chart.axis.CategoryLabelWidthTypeTest;class;3;3;0;3;3;1;0;4;3;0.0;0.0;0.0;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0;0;0;6;0;6;0;0;0;0;38;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\plot\pie\AbstractPieLabelDistributor.java;org.jfree.chart.plot.pie.AbstractPieLabelDistributor;class;2;4;2;2;6;1;1;5;0;0.16666667;0.6666667;0.6666667;6;0;6;0;0;0;6;1;0;0;1;0;0;0;1;0;0;0;1;20;2;0;0;0;0;1;0;1;0;1;0;0;0;0;67;1025;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\swing\OverlayChangeListener.java;org.jfree.chart.swing.OverlayChangeListener;interface;1;4;3;1;1;1;0;0;0;0.0;NaN;NaN;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\renderer\xy\XYDifferenceRendererTest.java;org.jfree.chart.renderer.xy.XYDifferenceRendererTest;class;10;10;0;10;7;1;0;22;15;0.0;0.0;0.0;6;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;85;0;0;0;0;0;8;43;26;0;24;1;0;0;0;83;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryStepRenderer.java;org.jfree.chart.renderer.category.CategoryStepRenderer$State;innerclass;2;2;0;2;1;3;0;0;0;0.0;NaN;NaN;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;1;0;0;0;0;31;12;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditor.java;org.jfree.chart.swing.editor.ChartEditor;interface;1;6;5;1;1;1;0;0;0;0.0;NaN;NaN;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\data\xy\DefaultWindDataset.java;org.jfree.data.xy.DefaultWindDataset;class;5;7;2;5;28;3;0;15;16;0.53846157;0.3974359;0.46153846;13;1;13;0;0;0;13;0;0;0;2;0;0;2;0;0;0;0;3;108;13;3;3;0;2;6;10;27;5;23;5;0;0;0;150;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\plot\compass\CompassPlotTest.java;org.jfree.chart.plot.compass.CompassPlotTest;class;5;5;0;5;4;1;0;14;6;0.0;0.0;0.0;4;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;50;0;0;0;0;0;2;41;7;0;7;0;0;0;0;47;0;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\renderer\OutlierTest.java;org.jfree.chart.renderer.OutlierTest;class;2;2;0;2;4;1;0;8;6;0.75;0.0;0.0;4;0;4;0;0;0;4;0;0;0;1;1;0;1;0;0;1;0;0;35;0;0;0;0;0;0;29;6;0;6;0;0;0;0;34;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java;org.jfree.chart.renderer.xy.SamplingXYLineRenderer$State;innerclass;3;3;0;3;2;3;0;2;1;0.8333333;0.0;0.0;2;0;2;0;0;0;2;0;0;0;9;0;0;0;0;9;0;0;0;20;0;0;0;0;0;0;5;6;0;9;0;0;0;0;92;9;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\annotations\XYTextAnnotationTest.java;org.jfree.chart.annotations.XYTextAnnotationTest;class;4;4;0;4;5;1;0;19;10;0.0;0.0;0.0;5;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;82;0;0;0;0;0;15;44;19;0;13;0;0;0;0;54;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java;org.jfree.chart.renderer.category.CategoryItemRendererState;class;4;24;20;4;16;2;2;1;29;0.7272727;0.23636363;0.3090909;11;0;10;0;0;1;11;0;0;0;4;0;0;4;0;0;0;0;1;59;9;1;4;0;0;0;7;10;0;7;2;0;0;0;96;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2Test.java;org.jfree.chart.renderer.xy.StackedXYAreaRenderer2Test;class;11;11;0;11;8;1;0;23;21;0.0;0.0;0.0;7;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;66;0;0;0;1;0;6;8;23;0;22;1;0;0;0;87;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\category\DefaultCategoryItemRenderer.java;org.jfree.chart.renderer.category.DefaultCategoryItemRenderer;class;1;2;1;1;0;4;0;0;0;NaN;-1.0;-1.0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;3;0;0;0;0;0;0;1;1;0;1;0;0;0;0;24;1;0
C:\Users\HP\ck\jfreechart\src\test\java\org\jfree\data\xy\DefaultOHLCDatasetTest.java;org.jfree.data.xy.DefaultOHLCDatasetTest;class;5;5;0;5;6;1;0;12;15;0.8333333;0.0;0.0;6;0;6;0;0;0;6;0;0;0;1;1;0;1;0;0;1;0;0;55;0;0;0;0;0;11;56;23;0;16;0;0;0;0;66;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java;org.jfree.chart.renderer.xy.CyclicXYItemRenderer$OverwriteDataSet;innerclass;5;5;0;5;15;1;0;6;46;0.75;0.15151516;0.3181818;12;0;12;0;0;0;12;0;0;0;2;0;0;0;1;1;0;0;0;54;9;1;2;0;0;0;1;12;0;8;1;0;0;0;67;12;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java;org.jfree.chart.swing.editor.ChartEditorManager;class;4;5;1;4;4;1;0;2;0;0.25;1.0;1.0;4;3;3;1;0;0;3;0;0;0;1;1;0;0;0;1;0;0;0;15;2;0;0;0;0;1;0;2;0;1;0;0;0;0;58;1;0
C:\Users\HP\ck\jfreechart\src\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java;org.jfree.chart.swing.editor.StrokeChooserPanel;class;2;5;3;2;4;5;0;10;0;0.0;1.0;1.0;3;0;2;0;1;0;3;0;1;0;1;0;0;1;0;0;0;0;0;24;2;1;0;0;0;0;1;3;0;3;1;0;0;1;54;1;0
