iter	Logloss
243	0.2641375394
244	0.2635532399
245	0.2629784493
246	0.2624196551
247	0.261997992
248	0.2614120195
249	0.2604575588
250	0.2597769023
251	0.259466249
252	0.259160646
253	0.2586997539
254	0.2583151064
255	0.2578375083
256	0.2577950474
257	0.2572446588
258	0.2565258894
259	0.2563036203
260	0.2558335821
261	0.255549626
262	0.2553184228
263	0.254589413
264	0.2539546788
265	0.2535525426
266	0.2528308097
267	0.2525600863
268	0.2518290564
269	0.2514219151
270	0.2508916005
271	0.2507182251
272	0.2506078594
273	0.2501380658
274	0.2499785737
275	0.2491495432
276	0.2488893348
277	0.2481544276
278	0.2472663134
279	0.2470623959
280	0.2467220692
281	0.2462865233
282	0.2459574107
283	0.2454372561
284	0.2452743851
285	0.2449039694
286	0.2436918022
287	0.2432532432
288	0.2421689194
289	0.2414324721
290	0.2412408853
291	0.2403249557
292	0.2400339504
293	0.2398429908
294	0.2396869829
295	0.2394858034
296	0.2392938403
297	0.238558193
298	0.2380806472
299	0.2378605652
300	0.2373915123
301	0.2372458868
302	0.2365195678
303	0.2363533894
304	0.2361851182
305	0.2355614662
306	0.2349165797
307	0.2347278861
308	0.2342641748
309	0.2337509511
310	0.2333033855
311	0.2328400019
312	0.2326730125
313	0.2325150069
314	0.2323486699
315	0.2321895273
316	0.2319470489
317	0.2317985016
318	0.2315803959
319	0.2311473932
320	0.2307750819
321	0.2303786134
322	0.229833384
323	0.229357944
324	0.2290836543
325	0.2289401611
326	0.2285190777
327	0.2281211513
328	0.2278337379
329	0.2274566417
330	0.2271389498
331	0.2269371891
332	0.226782846
333	0.226722976
334	0.2266194433
335	0.2256743871
336	0.2255058904
337	0.2251425836
338	0.2248360008
339	0.2245125819
340	0.2243174517
341	0.2239867883
342	0.2232332719
343	0.2231227362
344	0.2229621253
345	0.2226744651
346	0.2223613454
347	0.221880351
348	0.2218008308
349	0.2212870002
350	0.2209591164
351	0.2202552807
352	0.2194979811
353	0.2192779746
354	0.2189558542
355	0.2186755034
356	0.2180243102
357	0.2176256977
358	0.2171448336
359	0.216583623
360	0.215949231
361	0.2156479789
362	0.2154412121
363	0.2153043709
364	0.2146812573
365	0.2139953518
366	0.2137807181
367	0.2131209366
368	0.2124588185
369	0.2118446246
370	0.2116095747
371	0.2115024658
372	0.2113118597
373	0.2110858735
374	0.2106389849
375	0.2102136764
376	0.2100637383
377	0.2098192436
378	0.2095912786
379	0.2094715156
380	0.2090536317
381	0.2089970256
382	0.208832581
383	0.2086216294
384	0.2081487623
385	0.2077827142
386	0.2076001649
387	0.2070539643
388	0.2065652368
389	0.2063391997
390	0.2060917602
391	0.2057106747
392	0.2053898447
393	0.2052134389
394	0.2046002188
395	0.2044756252
396	0.2042883574
397	0.2039257764
398	0.2035303111
399	0.2034963308
400	0.2033711423
401	0.2030236265
402	0.2027019084
403	0.2025048407
404	0.2019613693
405	0.2015304995
406	0.2012933605
407	0.2009776303
408	0.2003914513
409	0.2002541421
410	0.1999822262
411	0.1997693599
412	0.1997071698
413	0.1995851946
414	0.199393302
415	0.199268152
416	0.199041276
417	0.1985287381
418	0.1980030653
419	0.1979236973
420	0.197767129
421	0.1975279737
422	0.1971987343
423	0.1969736494
424	0.1968970833
425	0.1963486521
426	0.1962389372
427	0.1958720223
428	0.195498602
429	0.1948304073
430	0.1940873678
431	0.1936149487
432	0.1932277246
433	0.1929058422
434	0.1928111543
435	0.1926204774
436	0.1923072501
437	0.1921211522
438	0.1916947515
439	0.1914051189
440	0.1910039914
441	0.190906056
442	0.1904435437
443	0.1900917231
444	0.1898667227
445	0.189781567
446	0.1896508049
447	0.1891823828
448	0.1888112897
449	0.1885173755
450	0.1881135054
451	0.1876714014
452	0.1875131227
453	0.1870650066
454	0.1867944035
455	0.1864388865
456	0.1862804052
457	0.1860810677
458	0.1855620507
459	0.1854268485
460	0.1848187506
461	0.1844213699
462	0.184058081
463	0.1837957237
464	0.1835675612
465	0.1833101752
466	0.1830999623
467	0.1830713543
468	0.1827570576
469	0.1825112956
470	0.1820050423
471	0.181626687
472	0.1815130868
473	0.1813377264
474	0.1809878704
475	0.1807959355
476	0.1806694856
477	0.1805812149
478	0.1803035566
479	0.1801946855
480	0.1797311558
481	0.1794223689
482	0.179098215
483	0.1789682134
484	0.178643069
485	0.178567725
486	0.1782971255
487	0.1782147996
488	0.1781918475
489	0.177998093
490	0.1777949474
491	0.1776572603
492	0.1772912474
493	0.1771184806
494	0.1770529573
495	0.1769948897
496	0.1767748908
497	0.1766148268
498	0.1763963928
499	0.176195198
500	0.1758465437
501	0.1756100069
502	0.1753952137
503	0.1751191178
504	0.1748570781
505	0.1746493578
506	0.1745628956
507	0.1742649087
508	0.1740286866
509	0.173702452
510	0.1732468988
511	0.1730053
512	0.1729625985
513	0.1728279888
514	0.1723464013
515	0.1722204165
516	0.1721364312
517	0.1717515774
518	0.1716306775
519	0.171554983
520	0.171431014
521	0.171359447
522	0.1708291171
523	0.1708234996
524	0.1705091935
525	0.1700534506
526	0.1696495107
527	0.1693544625
528	0.1692242552
529	0.1686020735
530	0.168360297
531	0.1680628024
532	0.1679983729
533	0.1679385448
534	0.1678548769
535	0.167777527
536	0.1676792505
537	0.1675960845
538	0.1673559723
539	0.1668882848
540	0.1664680648
541	0.1660442254
542	0.165666995
543	0.1655724641
544	0.1655345118
545	0.1653925729
546	0.1650131669
547	0.1646449265
548	0.1645872841
549	0.1641890112
550	0.1638310455
551	0.1633798678
552	0.1627891201
553	0.1624891929
554	0.1621899908
555	0.1617301666
556	0.161695848
557	0.1615020506
558	0.1612007483
559	0.1605352543
560	0.1603563711
561	0.1601363582
562	0.1598499083
563	0.1597461274
564	0.1594918399
565	0.1593610425
566	0.1591735792
567	0.1588513283
568	0.1587442503
569	0.1582914626
570	0.1579059296
571	0.157768567
572	0.1575248974
573	0.1575090201
574	0.1574775828
575	0.1571269901
576	0.1569326874
577	0.1567672456
578	0.1564546179
579	0.1559347616
580	0.1556802605
581	0.1552648953
582	0.1551289176
583	0.1550432962
584	0.1550076629
585	0.1549102445
586	0.1545272029
587	0.1543497953
588	0.1541283861
589	0.1536287547
590	0.1531091503
591	0.1529346116
592	0.1525576412
593	0.1521505918
594	0.1520215476
595	0.1518576905
596	0.1516403379
597	0.1513602211
598	0.1511534305
599	0.1509476218
600	0.1508453079
601	0.1504811881
602	0.1502869934
603	0.1502215847
604	0.1500968522
605	0.1500114329
606	0.149810336
607	0.1495641936
608	0.1493645237
609	0.1490340764
610	0.1488035492
611	0.1486399375
612	0.1485983001
613	0.1481646495
614	0.1480399967
615	0.1478198286
616	0.1474799936
617	0.1469535531
618	0.1467319819
619	0.1466739344
620	0.146567542
621	0.1463638302
622	0.1460705602
623	0.1456280941
624	0.1452063431
625	0.1449295271
626	0.1448522012
627	0.1444827053
628	0.1440073735
629	0.1437560803
630	0.1432512342
631	0.143097069
632	0.142772164
633	0.1425874824
634	0.1421289108
635	0.1419739737
636	0.1417540802
637	0.1413559786
638	0.1409791266
639	0.1406885636
640	0.1405081657
641	0.1401322842
642	0.1397932199
643	0.1395519134
644	0.1394533129
645	0.1392997452
646	0.1391998704
647	0.1390034203
648	0.1386636921
649	0.1383250647
650	0.1378849096
651	0.1377757487
652	0.1375746867
653	0.1373706369
654	0.1369493775
655	0.1368608991
656	0.136651689
657	0.1363616938
658	0.1360572833
659	0.1359375537
660	0.1355983882
661	0.1353688295
662	0.1353274981
663	0.1351260559
664	0.1347915564
665	0.1345681221
666	0.1344589752
667	0.1342685381
668	0.1340610179
669	0.1339797212
670	0.1336395738
671	0.1332584926
672	0.1330686703
673	0.132796978
674	0.1326355785
675	0.1323931407
676	0.1321152702
677	0.1317256655
678	0.1313891728
679	0.1311038863
680	0.1307062984
681	0.1303521427
682	0.1301272067
683	0.1298064502
684	0.1297389932
685	0.1295310398
686	0.1292660594
687	0.128965559
688	0.1285783831
689	0.1283034944
690	0.1280180898
691	0.1276299854
692	0.1273064887
693	0.12706507
694	0.1267726204
695	0.1266079393
696	0.1264651552
697	0.1261209618
698	0.1258768416
699	0.1257324704
700	0.125339752
701	0.1250476924
702	0.1249306342
703	0.1248411144
704	0.124641939
705	0.1245260723
706	0.1244458553
707	0.1242227703
708	0.1241179851
709	0.1237999053
710	0.123569393
711	0.1234326652
712	0.1231814199
713	0.1228240417
714	0.1226462337
715	0.1223717766
716	0.1222181879
717	0.1218834218
718	0.1216838845
719	0.1215824366
720	0.1213872925
721	0.1211725862
722	0.1211121207
723	0.1208950655
724	0.1208356299
725	0.1207787779
726	0.1204034378
727	0.12025299
728	0.1201161895
729	0.1198639571
730	0.1195403812
731	0.1192096176
732	0.1188677178
733	0.118525571
734	0.1184249012
735	0.1181052448
736	0.1178349996
737	0.117557881
738	0.1172483689
739	0.1169169749
740	0.1166433151
741	0.1164970686
742	0.1162699213
743	0.1161246124
744	0.1159587465
745	0.115594232
746	0.1154661554
747	0.1153408785
748	0.1151700567
749	0.1149054822
750	0.1146375407
751	0.114372366
752	0.1142957179
753	0.1141515994
754	0.1138240018
755	0.1135450475
756	0.1132163417
757	0.1129724122
758	0.1126898713
759	0.1124205114
760	0.1121130782
761	0.111811819
762	0.1117240342
763	0.1115175766
764	0.1114484158
765	0.1113134085
766	0.1110488976
767	0.1107989657
768	0.1106357936
769	0.1104807226
770	0.1101943294
771	0.1100602225
772	0.1098460191
773	0.109630792
774	0.1092810249
775	0.1090474862
776	0.1088478567
777	0.1087422646
778	0.1084960305
779	0.1082699731
780	0.1079786958
781	0.1077173768
782	0.10756301
783	0.1073227231
784	0.1070439777
785	0.1068430524
786	0.1065722456
787	0.1064005924
788	0.1061682031
789	0.1059290508
790	0.1057677964
791	0.1056667882
792	0.1054948129
793	0.1052919381
794	0.1050111276
795	0.1048629633
796	0.104652524
797	0.104388709
798	0.1041777607
799	0.1039088722
800	0.1038603262
801	0.1036103541
802	0.1035343039
803	0.1033987999
804	0.1031647246
805	0.1030119159
806	0.1027574756
807	0.1024770954
808	0.1023179453
809	0.1020992449
810	0.1019546765
811	0.1018606589
812	0.1018060128
813	0.1017427055
814	0.1015978254
815	0.1013764132
816	0.1011786776
817	0.1009782288
818	0.1009273044
819	0.1006934548
820	0.1004633559
821	0.1002529434
822	0.1000819152
823	0.09996054402
824	0.09980527768
825	0.099641079
826	0.09944139139
827	0.09921699514
828	0.09906449981
829	0.09890962356
830	0.09864480289
831	0.09852619588
832	0.09839922452
833	0.09821520606
834	0.09812412449
835	0.09795404941
836	0.09788556813
837	0.09767552023
838	0.09747726795
839	0.09732106778
840	0.09715620814
841	0.09695126894
842	0.0967675979
843	0.09673389059
844	0.09656142607
845	0.09635685088
846	0.09613975645
847	0.09608853969
848	0.09600227951
849	0.09582069456
850	0.0956690792
851	0.09559239559
852	0.09543530142
853	0.09533613119
854	0.09514447795
855	0.09493462438
856	0.09480270364
857	0.09467220448
858	0.09444721133
859	0.0943402969
860	0.09422639576
861	0.09402084095
862	0.09383235973
863	0.09360653708
864	0.09355923962
865	0.09347770004
866	0.09329490826
867	0.09309601429
868	0.09295817306
869	0.09284502842
870	0.09277540382
871	0.09260180391
872	0.09254444907
873	0.0923962929
874	0.0922575503
875	0.09220132802
876	0.09204498539
877	0.09185714387
878	0.09172553171
879	0.09156828233
880	0.09146173927
881	0.09140002742
882	0.09133698597
883	0.09111580185
884	0.09091864698
885	0.09072776413
886	0.0905514441
887	0.09049136999
888	0.09044891589
889	0.09030321152
890	0.0901795491
891	0.09013200288
892	0.08997411989
893	0.08981729461
894	0.08971182231
895	0.08953494776
896	0.08938813748
897	0.08921752475
898	0.08911773027
899	0.08905249742
900	0.08889551991
901	0.08883300094
902	0.08866434432
903	0.08851068595
904	0.08836666894
905	0.08817918491
906	0.08801386813
907	0.08784517352
908	0.08775872056
909	0.08766009351
910	0.08746634964
911	0.08729726466
912	0.08716536079
913	0.08707191998
914	0.08695202038
915	0.08678806948
916	0.08658714924
917	0.08644116279
918	0.0863541831
919	0.08620704057
920	0.08608347822
921	0.08597794895
922	0.08581695857
923	0.08567425414
924	0.08552804855
925	0.08538367689
926	0.08528589068
927	0.08523323391
928	0.0850935331
929	0.08496162497
930	0.08481595859
931	0.08470082255
932	0.08460752235
933	0.0845596487
934	0.0844964879
935	0.08438604539
936	0.08427566127
937	0.08417358155
938	0.08410356898
939	0.08395494349
940	0.08383451517
941	0.08373037813
942	0.08358606771
943	0.08354929681
944	0.08343125013
945	0.08325094644
946	0.08313817161
947	0.0829933594
948	0.08295372777
949	0.08280054681
950	0.08270810816
951	0.08258451066
952	0.08244418276
953	0.08228454493
954	0.08213657573
955	0.08198784761
956	0.08184056673
957	0.08170450598
958	0.08160682751
959	0.0814839413
960	0.08139548631
961	0.08134681121
962	0.08120613007
963	0.08109975428
964	0.08096468775
965	0.08090049078
966	0.08078407136
967	0.08063698382
968	0.08047699191
969	0.08040123859
970	0.08025242344
971	0.08020746042
972	0.08010669469
973	0.07993327678
974	0.07978406417
975	0.07969524432
976	0.07959967816
977	0.07953049652
978	0.0794250211
979	0.07928254715
980	0.0791833911
981	0.07904584825
982	0.07892213622
983	0.0788826092
984	0.07878081977
985	0.07867919789
986	0.07861623214
987	0.0784620924
988	0.07835425747
989	0.07826704729
990	0.07811519932
991	0.07806777926
992	0.07792942249
993	0.07783669807
994	0.07779476305
995	0.07772934734
996	0.0776269725
997	0.07747958815
998	0.07740097494
999	0.07730629838
9096
999	0.07045219543
178986
.06360956828
